01/16/2025	15:22:25	(analyzed:  1/17/2025)
MJD	timer	SDR:fb_Al_TiS	SDR:fb_Yb_TiS	SDR:frep_TiS	fo_TiS	fb_Si_TiS
60691.918201	262582.000000	43718615.011990	142220034.958763	379043.158207	10000000.000000	639999999.997000
60691.918213	263636.000000	43718615.003858	142220034.964856	379043.158015	9999999.999870	640000000.004000
60691.918225	264691.000000	43718615.012990	142220034.955502	379043.157969	9999999.999960	640000000.000000
60691.918237	265744.000000	43718615.012585	142220034.951567	379043.157881	10000000.000110	639999999.997000
60691.918249	266796.000000	43718615.009884	142220034.949742	379043.158195	9999999.999860	639999999.999000
60691.918262	267851.000000	43718615.006926	142220034.962838	379043.158089	9999999.999950	640000000.002000
60691.918274	268904.000000	43718615.012046	142220034.93427	379043.157876	10000000.000070	639999999.999000
60691.918286	269960.000000	43718615.016912	142220034.96889	379043.157997	9999999.999860	640000000.000000
60691.918298	271014.000000	43718615.013210	142220034.954325	379043.157943	10000000.000080	639999999.999000
60691.918310	272067.000000	43718615.013161	142220034.953477	379043.158242	9999999.999990	640000000.001000
60691.918323	273120.000000	43718615.008135	142220034.960496	379043.158226	9999999.999790	640000000.001000
60691.918335	274174.000000	43718615.008639	142220034.946791	379043.157789	10000000.000070	639999999.996000
60691.918347	275228.000000	43718615.015456	142220034.95380402	379043.158157	9999999.999940	639999999.998000
60691.918359	276282.000000	43718615.013409	142220034.954775	379043.158126	9999999.999940	640000000.001000
60691.918371	277336.000000	43718615.011874	142220034.958584	379043.158210	9999999.999920	640000000.001000
60691.918384	278391.000000	43718615.013945	142220034.947063	379043.157887	9999999.999900	640000000.001000
60691.918396	279443.000000	43718615.006529	142220034.96723402	379043.157925	9999999.999790	640000000.006000
60691.918408	280498.000000	43718615.006184	142220034.93292	379043.158261	9999999.999980	640000000.001000
60691.918420	281552.000000	43718615.015766	142220034.966753	379043.157997	10000000.000010	640000000.002000
60691.918432	282605.000000	43718615.008323	142220034.948197	379043.157501	9999999.999790	639999999.998000
60691.918445	283658.000000	43718615.010454	142220034.948759	379043.158189	10000000.000090	640000000.000000
60691.918457	284710.000000	43718615.013142	142220034.957353	379043.158176	10000000.000060	640000000.001000
60691.918469	285763.000000	43718615.009791	142220034.95316398	379043.158058	9999999.999820	640000000.003000
60691.918481	286816.000000	43718615.013477	142220034.94891602	379043.157877	10000000.000020	640000000.001000
60691.918493	287871.000000	43718615.011794	142220034.978764	379043.158089	9999999.999960	640000000.000000
60691.918506	288925.000000	43718615.013468	142220034.940566	379043.158073	9999999.999990	639999999.997000
60691.918518	289979.000000	43718615.014076	142220034.96913	379043.157993	10000000.000010	640000000.002000
60691.918530	291034.000000	43718615.008271	142220034.958804	379043.158107	9999999.999970	639999999.998000
60691.918542	292087.000000	43718615.016375	142220034.942826	379043.158184	9999999.999780	640000000.000000
60691.918554	293141.000000	43718615.010556	142220034.958004	379043.157825	9999999.999970	640000000.002000
60691.918567	294196.000000	43718615.009453	142220034.934062	379043.157897	9999999.999910	639999999.999000
60691.918579	295251.000000	43718615.015638	142220034.975559	379043.158328	9999999.999800	639999999.998000
60691.918591	296306.000000	43718615.009582	142220034.941547	379043.158243	10000000.000040	639999999.999000
60691.918603	297361.000000	43718615.008916	142220034.958339	379043.157896	10000000.000170	640000000.001000
60691.918615	298416.000000	43718615.004850	142220034.949226	379043.158090	9999999.999750	639999999.997000
60691.918628	299470.000000	43718615.019791	142220034.949754	379043.158060	9999999.999880	640000000.001000
60691.918640	300524.000000	43718615.012890	142220034.960505	379043.158004	9999999.999990	640000000.003000
60691.918652	301579.000000	43718615.009614	142220034.95218	379043.158050	9999999.999710	640000000.001000
60691.918664	302635.000000	43718615.011165	142220034.95126	379043.157980	10000000.000080	640000000.001000
60691.918677	303690.000000	43718615.014309	142220034.962215	379043.158137	9999999.999930	639999999.998000
60691.918689	304742.000000	43718615.006245	142220034.950747	379043.158047	9999999.999800	640000000.003000
60691.918701	305795.000000	43718615.012571	142220034.958313	379043.158207	10000000.000000	640000000.002000
60691.918713	306848.000000	43718615.006539	142220034.933386	379043.157868	9999999.999970	639999999.996000
60691.918725	307902.000000	43718615.014636	142220034.947261	379043.157959	9999999.999810	640000000.000000
60691.918737	308956.000000	43718615.014452	142220034.961024	379043.158217	10000000.000060	640000000.000000
60691.918750	310011.000000	43718615.008419	142220034.96523398	379043.157941	9999999.999960	640000000.002000
60691.918762	311066.000000	43718615.012109	142220034.935631	379043.158018	9999999.999730	640000000.001000
60691.918774	312118.000000	43718615.003942	142220034.96784198	379043.157814	10000000.000110	639999999.997000
60691.918786	313173.000000	43718615.012947	142220034.964871	379043.158080	10000000.000070	640000000.003000
60691.918798	314229.000000	43718615.015125	142220034.948201	379043.158231	9999999.999810	639999999.998000
