"","x"
"624",0.435271967202908
"625",-0.986185593608232
"626",-4.54206064920769
"627",-2.72207983314479
"628",-1.16071866510759
"629",0.687531412276815
"630",-0.205240111981274
"631",3.12363886401297
"632",0.867562202597245
"633",0.440343212304184
"634",-3.3278972649965
"635",-1.26659343192785
"636",1.32202967909266
"637",-3.8552766353865
"638",1.55413989058233
"639",-2.43161056016648
"640",2.05234321807162
"641",-0.237605492338686
"642",2.81617128681344
"643",-1.01652325912402
"644",-7.02436918554168
"645",-0.927696627428058
"646",-1.19181724344259
"647",3.84762021018162
"648",2.96271501705731
"649",-1.38545160001021
"650",0.733386107780972
"651",-5.17892770814981
"652",2.13376538435143
"653",2.868799423422
"654",2.22101721186364
"655",-4.02350323759832
"656",-2.46705794077075
"657",-2.98979008741005
"658",0.721961745968232
"659",0.818967424481041
"660",-3.15530005261319
"661",-7.18631674861363
"662",0.346408832247269
"663",-6.8228874630007
"664",-0.56979213895399
"665",-4.14538451129606
"666",0.736615871384554
"667",-2.05432889631926
"668",0.397290583100146
"669",-1.12166864079023
"670",-0.57540556695645
"671",-2.43533174670298
"672",2.76570896477109
"673",-5.86644719138385
"674",-2.26737247367075
"675",0.151666785223398
"676",-3.34108649886924
"677",-1.94003889929761
"678",-0.446710118184983
"679",-1.59472429177359
"680",2.50881803800857
"681",1.11564737947692
"682",-5.9834788847896
"683",2.62635625615231
"684",1.99199383807351
"685",2.24870639910064
"686",0.42257458796342
"687",0.881230980742646
"688",0.847724538230068
"689",-2.52765289983431
"690",0.563162717680626
"691",-1.11004759989206
"692",1.27883045695781
"693",1.31193443699309
"694",-0.679466963301909
"695",-1.72048737015474
"696",-0.825650539326581
"697",-1.08459111437581
"698",-3.28073395854122
"699",-0.943603062561912
"700",-2.4500022363062
"701",2.38236428373825
"702",2.50781659962791
"703",-1.08483293017226
"704",-2.28014936467889
"705",1.50532642185982
"706",1.49148198866143
"707",2.45331514589035
"708",-0.0888150975689954
"709",1.64262977852466
"710",3.16475321894174
"711",1.84304069765106
"712",0.94844756398095
"713",4.23554308150178
"714",2.43383793199559
"715",1.65258570960968
"716",3.45018412765128
"717",-0.462066566759097
"718",-2.36751350858329
"719",-0.58884134054841
"720",1.54633792107874
"721",-1.88962148020574
"722",-3.83640884333167
"723",-0.187515497749828
"724",-7.70869624309724
"725",-1.48923825803659
"726",-0.664306114651772
"727",-0.170843466810847
"728",-4.01958370712389
"729",3.86431256375092
"730",3.68818312133643
"731",-1.10601414021375
"732",0.96205815301809
"733",1.66238242247161
"734",3.03375877755027
"735",-4.15156638337818
"736",-0.853050927346114
"737",-4.96582294402252
"738",0.499807893687229
"739",-4.22025661817299
"740",1.27872940999735
"741",2.73808131686079
"742",-0.216742616908507
"743",-1.61384650753626
"744",-1.81060380476256
"745",1.02955669556904
"746",0.800869898209798
"747",3.68612296778302
"748",0.377382195973746
"749",1.68286512156836
"750",-0.895333658949865
"751",-0.0987987441586807
"752",-3.19713634882498
"753",2.27287456765346
"754",-3.03340342305069
"755",-2.01628818998177
"756",2.15035968448406
"757",-1.5551087405171
"758",-2.27338567026319
"759",-4.99026903097471
"760",2.52463589916913
"761",3.83535749539364
"762",-3.77832188333389
"763",-2.2446330622616
"764",-4.12546082015235
"765",-0.00177074589344711
"766",1.19969084110976
"767",0.0435006212793807
"768",-4.48739859774457
"769",4.60353091732769
"770",4.32168118260652
"771",4.00088161493547
"772",0.205891123824898
"773",0.618632492395695
"774",-5.13203592745752
"775",2.15381408593321
"776",2.75788024682618
"777",-0.73974946820983
"778",-0.720907216575598
"779",-5.73972275758509
"780",-6.43982250960015
"781",0.475314029909742
"782",-2.48242523970165
"783",-1.58588062279572
"784",-4.17910649101386
"785",1.47016167691243
"786",-0.304043233732109
"787",2.84539910550173
"788",0.0443471462594867
"789",-1.22667562806793
"790",2.38648134070498
"791",1.69193470176095
"792",-0.400034173053626
"793",2.12080753206369
"794",-1.1405731147153
"795",-0.58102402574404
"796",-0.159020117112761
"797",2.06321466073551
"798",-3.0089178499574
"799",0.182804715773425
"800",-3.115236719138
"801",-0.841987426650598
"802",-1.71544801926001
"803",-2.86011310280257
"804",1.22838753225024
"805",3.87495516999347
"806",0.0850335931188058
"807",-0.658069709404348
"808",2.33711206923194
"809",-2.69369501837824
"810",2.69398284763801
"811",1.2986835503138
"812",-5.82868558414689
"813",-0.453309354719028
"814",1.73533991725508
"815",2.87988189689989
"816",-3.87623014357499
"817",2.0298953423895
"818",-0.205137584415423
"819",0.124950166122197
"820",1.97060242802768
"821",-0.275544989950705
"822",2.48314359308674
"823",0.712658471083772
"824",-0.587321479033174
"825",-1.8542583476724
"826",-1.82435779409443
"827",2.10509494433713
"828",-1.83012981204476
"829",0.0363807102427924
"830",-6.07234008994064
"831",2.85104046313734
"832",-3.49169759621272
"833",0.345478882143562
"834",3.19912103241005
"835",-0.933608813530018
"836",-0.788702673451591
"837",0.898551557494685
"838",0.318166417156952
"839",2.87091392936023
"840",-6.40086271387075
"841",3.11982414875528
"842",-0.252491124281737
"843",1.40275823047227
"844",3.02929806666539
"845",-3.86294816303262
"846",0.116331574143829
"847",-5.00046802583331
"848",-3.35667502583288
"849",-0.560429093611105
"850",1.25164579839588
"851",-6.53252251702174
"852",-2.03880297302808
"853",0.816342335855203
"854",3.00342294445783
"855",-4.79419668499571
"856",-3.41279609216483
