07/16/2024	11:01:52	(analyzed:  7/19/2024)
MJD	timer	SDR:fb_Al_ErYb	SDR:fb_Yb_ErYb	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb
60507.71239000	237880.00000000	22737008.00384700	28855436.80015600	113927.22963400	105000000.00220001	99999999.99990000	28855436.80006000
60507.71240200	238936.00000000	22737007.99061000	28855436.80000600	113927.22948400	105000000.00040001	100000000.00060000	28855436.80000000
60507.71241400	239993.00000000	22737008.00338600	28855436.80003500	113927.22929000	105000000.00130001	99999999.99910000	28855436.79988000
60507.71242700	241064.00000000	22737008.00060700	NaN	113927.22972700	104999999.99940000	100000000.00020000	28855436.80000000
60507.71243900	242119.00000000	22737007.99409700	28855436.80002700	113927.22970900	105000000.00150000	99999999.99890000	28855436.80018000
60507.71245100	243173.00000000	NaN	NaN	NaN	NaN	NaN	NaN
60507.71246300	244229.00000000	22737008.00762800	28855436.79994700	113927.22974300	104999999.99969999	100000000.00060000	28855436.80014000
60507.71247500	245284.00000000	22737007.99584400	28855436.79997000	113927.22960500	105000000.00160000	99999999.99950001	28855436.79987000
60507.71248800	246343.00000000	22737007.99724300	28855436.80013200	113927.22967200	105000000.00060000	100000000.00049999	28855436.79991000
60507.71250000	247398.00000000	22737008.00337400	28855436.80045700	113927.22954100	104999999.99940000	99999999.99850000	28855436.79996000
60507.71251200	248454.00000000	22737007.99744900	28855436.79962400	113927.22945300	105000000.00000000	100000000.00020000	28855436.79984000
60507.71252400	249510.00000000	NaN	NaN	NaN	NaN	NaN	NaN
60507.71253700	250568.00000000	NaN	NaN	NaN	NaN	NaN	NaN
60507.71254900	251625.00000000	22737007.99922700	28855436.79981300	113927.22978600	105000000.00120001	100000000.00060000	28855436.79981000
60507.71256100	252682.00000000	22737007.99762900	28855436.79990800	113927.22960800	105000000.00000000	99999999.99959999	28855436.79999000
60507.71257300	253736.00000000	22737007.99406000	28855436.79999700	113927.22953400	105000000.00160000	99999999.99980000	28855436.79978000
60507.71258600	254792.00000000	22737008.00365300	28855436.80033100	113927.22951600	105000000.00060000	100000000.00110000	28855436.80030000
60507.71259800	255848.00000000	22737007.99882800	28855436.79956200	113927.22950100	105000000.00070000	99999999.99920000	28855436.79997000
60507.71261000	256905.00000000	22737008.00188600	28855436.80021400	113927.22963300	105000000.00040001	100000000.00060000	28855436.79997000
60507.71262200	257961.00000000	22737007.99986600	28855436.79982400	113927.22969200	104999999.99959999	99999999.99990000	28855436.80001000
60507.71263400	259016.00000000	22737007.99870300	28855436.79995300	113927.22929500	105000000.00150000	99999999.99940000	28855436.80012000
60507.71264700	260071.00000000	22737007.99729200	28855436.80005100	113927.22946800	104999999.99980000	100000000.00060000	28855436.80004000
60507.71265900	261126.00000000	22737008.01012900	28855436.80016800	113927.22969600	104999999.99920000	99999999.99800000	28855436.79994000
60507.71267100	262186.00000000	22737007.99141100	28855436.79990300	113927.22942100	105000000.00160000	100000000.00080000	28855436.80026000
60507.71268300	263240.00000000	22737008.00246300	28855436.79993200	113927.22978000	105000000.00090000	99999999.99930000	28855436.79990000
60507.71269600	264296.00000000	22737007.99791700	28855436.80008200	113927.22978500	104999999.99940000	100000000.00040001	28855436.79998000
60507.71270800	265351.00000000	22737008.00235900	28855436.79999400	113927.22916600	104999999.99940000	100000000.00120001	28855436.80026000
60507.71272000	266406.00000000	22737007.99964200	28855436.80001000	113927.22965900	105000000.00080000	99999999.99869999	28855436.80002000
60507.71273200	267463.00000000	22737007.99669200	28855436.80003000	113927.22943500	105000000.00139999	100000000.00010000	28855436.79970000
60507.71274400	268516.00000000	22737008.00270200	28855436.79969600	113927.22969300	105000000.00030001	99999999.99980000	28855436.79987000
60507.71275700	269575.00000000	22737007.99915000	28855436.80007600	113927.22957200	105000000.00110000	100000000.00010000	28855436.80018000
60507.71276900	270630.00000000	22737007.99657900	28855436.80019800	113927.22932800	104999999.99969999	99999999.99980000	28855436.80008000
60507.71278100	271686.00000000	22737008.00107000	28855436.80006000	113927.22947700	104999999.99950001	99999999.99920000	28855436.79997000
60507.71279300	272743.00000000	22737008.00815500	28855436.79987900	113927.22955200	105000000.00020000	99999999.99980000	28855436.80012000
60507.71280600	273799.00000000	22737007.99098600	28855436.80047100	113927.22956900	105000000.00049999	100000000.00070000	28855436.80001000
60507.71281800	274856.00000000	22737007.99911800	28855436.79949900	113927.22959900	105000000.00020000	99999999.99910000	28855436.80013000
60507.71283000	275914.00000000	22737008.00703300	28855436.79990900	113927.22931300	105000000.00020000	100000000.00030001	28855436.79986000
60507.71284200	276969.00000000	22737007.99385100	28855436.79986100	113927.22946700	105000000.00120001	99999999.99950001	28855436.79990000
60507.71285400	278024.00000000	22737008.00335600	28855436.79999700	113927.22963500	105000000.00130001	100000000.00030001	28855436.79987000
60507.71286700	279080.00000000	22737007.99720600	28855436.80001100	113927.22948300	104999999.99959999	100000000.00150000	28855436.80010000
60507.71287900	280137.00000000	22737008.00271400	28855436.80005100	113927.22950400	105000000.00110000	99999999.99900000	28855436.79984000
60507.71289100	281193.00000000	22737007.99984700	28855436.79992300	113927.22960700	105000000.00040001	99999999.99990000	28855436.79990000
60507.71290300	282249.00000000	22737007.99660400	28855436.80004500	113927.22929700	104999999.99930000	100000000.00000000	28855436.80003000
60507.71291600	283303.00000000	22737008.00838000	28855436.80020200	113927.22974400	105000000.00000000	99999999.99950001	28855436.80005000
60507.71292800	284359.00000000	22737007.98965700	28855436.79996200	113927.22962000	105000000.00160000	100000000.00040001	28855436.80008000
60507.71294000	285414.00000000	22737008.00355000	28855436.80018500	113927.22949800	105000000.00070000	99999999.99869999	28855436.80016000
60507.71295200	286469.00000000	22737008.00253300	28855436.80001500	113927.22945600	105000000.00049999	100000000.00049999	28855436.79951000
60507.71296400	287526.00000000	22737007.99668500	28855436.79979500	113927.22928900	105000000.00010000	100000000.00010000	28855436.79974000
60507.71297700	288582.00000000	22737007.99988700	28855436.79970500	113927.22944800	104999999.99980000	100000000.00080000	28855436.80006000
60507.71298900	289640.00000000	22737008.00025300	28855436.80040100	113927.22972800	105000000.00120001	100000000.00090000	28855436.80004000
60507.71300100	290695.00000000	22737008.00142000	28855436.80022400	113927.22962100	104999999.99900000	99999999.99840000	28855436.79994000
60507.71301300	291751.00000000	22737007.99594400	28855436.79966400	113927.22918300	105000000.00150000	99999999.99980000	28855436.80008000
60507.71302600	292809.00000000	22737007.99628600	28855436.80051500	113927.22969300	104999999.99940000	100000000.00000000	28855436.80004000
60507.71303800	293865.00000000	22737008.00402700	28855436.79962100	113927.22944400	104999999.99990000	99999999.99950001	28855436.80000000
60507.71305000	294920.00000000	22737008.01275900	28855436.79987800	113927.22970300	105000000.00000000	100000000.00110000	28855436.80002000
60507.71306200	295977.00000000	22737007.99113600	28855436.80015800	113927.22955000	105000000.00049999	99999999.99840000	28855436.80015000
60507.71307400	297031.00000000	22737007.99999600	28855436.79996700	113927.22923300	105000000.00190000	100000000.00060000	28855436.79989000
60507.71308700	298086.00000000	22737007.99776700	28855436.79997900	113927.22961900	105000000.00000000	100000000.00090000	28855436.79982000
60507.71309900	299143.00000000	22737008.00480300	28855436.79987000	113927.22972200	105000000.00020000	99999999.99950001	28855436.80016000
60507.71311100	300200.00000000	22737007.99759300	28855436.80011500	113927.22949900	105000000.00160000	100000000.00080000	28855436.79998000
60507.71312300	301257.00000000	22737008.00221100	28855436.80025700	113927.22931700	105000000.00060000	99999999.99900000	28855436.80031000
60507.71313600	302315.00000000	22737007.99783100	28855436.79994800	113927.22942200	105000000.00080000	99999999.99990000	28855436.79983000
60507.71314800	303372.00000000	22737007.99863200	28855436.79972300	113927.22991900	105000000.00100000	100000000.00060000	28855436.79973000
60507.71316000	304428.00000000	22737008.00952200	28855436.79996000	113927.22972500	104999999.99900000	99999999.99879999	28855436.79991000
60507.71317200	305483.00000000	22737007.98754500	28855436.80010700	113927.22921800	105000000.00139999	100000000.00040001	28855436.79991000
60507.71318400	306540.00000000	22737008.00606800	28855436.79996100	113927.22961500	104999999.99950001	100000000.00010000	28855436.80007000
60507.71319700	307597.00000000	22737008.00119000	28855436.79984800	113927.22945800	105000000.00010000	99999999.99940000	28855436.79996000
60507.71320900	308654.00000000	22737007.99096600	28855436.80016600	113927.22965600	105000000.00049999	99999999.99990000	28855436.79992000
60507.71322100	309710.00000000	22737008.00739100	28855436.80024700	113927.22950600	105000000.00020000	99999999.99789999	28855436.79998000
60507.71323300	310765.00000000	22737007.99365800	28855436.79964700	113927.22948900	105000000.00190000	99999999.99990000	28855436.80012000
60507.71324600	311819.00000000	22737008.00946100	28855436.80016300	113927.22962100	105000000.00090000	100000000.00110000	28855436.80004000
60507.71325800	312876.00000000	22737008.00526500	28855436.79983400	113927.22926200	104999999.99950001	100000000.00040001	28855436.80016000
60507.71327000	313930.00000000	22737007.99080600	28855436.79993800	113927.22981700	105000000.00020000	100000000.00010000	28855436.79995000
60507.71328200	314986.00000000	22737008.00627500	28855436.80015800	113927.22976600	104999999.99980000	99999999.99770001	28855436.79986000
60507.71329400	316042.00000000	22737007.99569600	28855436.79983900	113927.22938600	105000000.00020000	100000000.00060000	28855436.80012000
60507.71330700	317096.00000000	22737007.99590200	28855436.80020100	113927.22925800	105000000.00190000	100000000.00000000	28855436.79988000
60507.71331900	318153.00000000	22737008.00290600	28855436.79989900	113927.22938800	105000000.00100000	100000000.00070000	28855436.80006000
60507.71333100	319209.00000000	22737008.00224100	28855436.79999200	113927.22959300	105000000.00060000	100000000.00090000	28855436.79999000
60507.71334300	320264.00000000	22737008.00254400	28855436.79991300	113927.22921500	105000000.00080000	99999999.99840000	28855436.79994000
60507.71335500	321317.00000000	22737007.99423000	28855436.79997200	113927.22947100	104999999.99990000	100000000.00040001	28855436.80001000
60507.71336800	322375.00000000	22737007.99953200	28855436.79993800	113927.22963200	104999999.99969999	100000000.00070000	28855436.79988000
60507.71338000	323430.00000000	22737007.99744400	28855436.79980100	113927.22965400	105000000.00139999	99999999.99940000	28855436.79992000
60507.71339200	324486.00000000	22737008.00846600	28855436.79989400	113927.22931800	104999999.99930000	100000000.00049999	28855436.80000000
60507.71340400	325542.00000000	22737007.99688100	28855436.80026900	113927.22967500	105000000.00130001	99999999.99869999	28855436.80023000
60507.71341700	326597.00000000	22737008.00194000	28855436.80010800	113927.22947400	105000000.00100000	100000000.00000000	28855436.80008000
60507.71342900	327655.00000000	22737008.00343400	28855436.79995300	113927.22956500	104999999.99930000	100000000.00010000	28855436.79992000
60507.71344100	328711.00000000	22737007.99669800	28855436.80048400	113927.22932400	105000000.00130001	99999999.99910000	28855436.79995000
60507.71345300	329766.00000000	22737007.99528800	28855436.79948800	113927.22963800	105000000.00060000	100000000.00070000	28855436.80025000
60507.71346600	330823.00000000	22737008.00402800	28855436.79991100	113927.22966500	104999999.99910000	99999999.99940000	28855436.79997000
60507.71347800	331878.00000000	22737008.00227500	28855436.80018200	113927.22957500	105000000.00100000	100000000.00049999	28855436.80003000
60507.71349000	332935.00000000	22737008.00150500	28855436.79978100	113927.22919200	104999999.99950001	100000000.00070000	28855436.80010000
60507.71350200	333992.00000000	22737007.99931100	28855436.80004200	113927.22936700	105000000.00000000	99999999.99879999	28855436.80016000
60507.71351400	335046.00000000	22737007.99156600	28855436.80003900	113927.22971000	105000000.00020000	100000000.00040001	28855436.80003000
60507.71352700	336102.00000000	22737008.00666600	28855436.79992700	113927.22970500	105000000.00010000	100000000.00010000	28855436.80004000
60507.71353900	337159.00000000	22737007.99972600	28855436.80005400	113927.22934000	105000000.00040001	100000000.00040001	28855436.79991000
60507.71355100	338217.00000000	22737007.99615700	28855436.80002400	113927.22940400	105000000.00010000	100000000.00080000	28855436.80003000
60507.71356300	339273.00000000	22737007.99762200	28855436.79998500	113927.22982100	105000000.00130001	99999999.99850000	28855436.80025000
60507.71357600	340328.00000000	22737008.00486600	28855436.80007600	113927.22947000	104999999.99959999	99999999.99920000	28855436.79977000
60507.71358800	341383.00000000	22737008.00120900	28855436.79998700	113927.22911700	105000000.00060000	100000000.00080000	28855436.79985000
60507.71360000	342439.00000000	22737007.99434300	28855436.79993100	113927.22957800	105000000.00030001	99999999.99920000	28855436.80009000
60507.71361200	343496.00000000	22737008.00469500	28855436.79989300	113927.23004100	105000000.00130001	100000000.00080000	28855436.80024000
60507.71362400	344549.00000000	22737007.99652400	28855436.80035400	113927.22942600	104999999.99959999	99999999.99850000	28855436.80009000
