fo_ErYb,SDR:fb_Yb_ErYb,SDR:frep_ErYb,fb_Si_ErYb,MJD,nuSi,nuSr,nuYb
105000000.00000000,28855436.79993300,113927.22953000,99999999.99830000,60507.846206,194397939719167.12328000,429228169936110.6217792102389,518295773594776.33874400
104999999.99980000,28855436.79998000,113927.22955200,100000000.00010000,60507.846218,194397939719171.39955200,429228169936120.0637437023780,518295773594787.73986400
105000000.00000000,28855436.80014900,113927.22962200,99999999.99969999,60507.846231,194397939719185.00587200,429228169936150.1063579955477,518295773594824.01611600
105000000.00020000,28855436.80005000,113927.22952500,99999999.99980000,60507.846243,194397939719166.15140000,429228169936108.4758781892983,518295773594773.74732500
105000000.00040001,28855436.80002200,113927.22935900,100000000.00110000,60507.846255,194397939719133.88498400,429228169936037.2319642940673,518295773594687.72003900
105000000.00010000,28855436.79983600,113927.22959000,99999999.99910000,60507.846267,194397939719178.78584000,429228169936136.3725914615272,518295773594807.43315800
105000000.00010000,28855436.80005800,113927.22955600,100000000.00000000,60507.84628,194397939719172.17705600,429228169936121.7804645191305,518295773594789.81265600
105000000.00020000,28855436.80027300,113927.22963700,100000000.00040001,60507.846292,194397939719187.92151200,429228169936156.5440610583697,518295773594831.78942300
105000000.00000000,28855436.79983700,113927.22958600,99999999.99890000,60507.846304,194397939719178.00833600,429228169936134.6558706447747,518295773594805.36020800
105000000.00180000,28855436.80038100,113927.22928600,100000000.00020000,60507.846316,194397939719119.69553600,429228169936005.9018093883332,518295773594649.88802000
105000000.00030001,28855436.79973500,113927.22939000,100000000.00010000,60507.846329,194397939719139.91064000,429228169936050.5365506238996,518295773594703.78596000
105000000.00030001,28855436.79987200,113927.22992900,100000000.00030001,60507.846341,194397939719244.67930400,429228169936281.8646806813061,518295773594983.11542900
105000000.00020000,28855436.80003500,113927.22948900,100000000.00060000,60507.846353,194397939719159.15386400,429228169936093.0253908385253,518295773594755.09082300
105000000.00120001,28855436.80005700,113927.22936300,99999999.99869999,60507.846365,194397939719134.66248800,429228169936038.9486851108199,518295773594689.79291700
105000000.00070000,28855436.79997800,113927.22960900,100000000.00080000,60507.846378,194397939719182.47898400,429228169936144.5270153411019,518295773594817.27937700
105000000.00060000,28855436.79990200,113927.22948200,100000000.00020000,60507.84639,194397939719157.79323200,429228169936090.0211294092083,518295773594751.46343000
105000000.00060000,28855436.79988600,113927.22948500,100000000.00010000,60507.846402,194397939719158.37636000,429228169936091.3086700217727,518295773594753.01817300
104999999.99950001,28855436.79996800,113927.22954100,100000000.00030001,60507.846414,194397939719169.26141600,429228169936115.3427614563085,518295773594782.03928100
105000000.00020000,28855436.79997300,113927.22954700,99999999.99810000,60507.846426,194397939719170.42767200,429228169936117.9178426814373,518295773594785.14869300
105000000.00040001,28855436.79994500,113927.22934500,100000000.00000000,60507.846439,194397939719131.16372000,429228169936031.2234414354334,518295773594680.46487500
105000000.00130001,28855436.79994100,113927.22961400,100000000.00030001,60507.846451,194397939719183.45086400,429228169936146.6729163620426,518295773594819.87063600
104999999.99950001,28855436.80013100,113927.22957200,99999999.99950001,60507.846463,194397939719175.28707200,429228169936128.6473477861408,518295773594798.10430200
105000000.00130001,28855436.79988800,113927.22969000,100000000.00010000,60507.846475,194397939719198.22344000,429228169936179.2906118803411,518295773594859.25675400
104999999.99969999,28855436.79985000,113927.22935500,99999999.99860001,60507.846488,194397939719133.10748000,429228169936035.5152434773147,518295773594685.64743500
105000000.00100000,28855436.80016200,113927.22962900,100000000.00049999,60507.8465,194397939719186.36650400,429228169936153.1106194248646,518295773594827.64374900
105000000.00130001,28855436.80045900,113927.22961100,100000000.00000000,60507.846512,194397939719182.86773600,429228169936145.3853757494781,518295773594818.31488900
105000000.00000000,28855436.79946800,113927.22935600,99999999.99910000,60507.846524,194397939719133.30185600,429228169936035.9444236815029,518295773594686.16643600
105000000.00139999,28855436.80032400,113927.22949000,100000000.00090000,60507.846536,194397939719159.34824000,429228169936093.4545710427134,518295773594755.60848200
105000000.00100000,28855436.79973900,113927.22960600,99999999.99879999,60507.846549,194397939719181.89585600,429228169936143.2394747285375,518295773594815.72514400
104999999.99959999,28855436.79984100,113927.22967400,99999999.99950001,60507.846561,194397939719195.11342400,429228169936172.4237286133309,518295773594850.96505600
104999999.99959999,28855436.80016900,113927.22959600,100000000.00120001,60507.846573,194397939719179.95209600,429228169936138.9476726866561,518295773594810.54191400
105000000.00049999,28855436.80005400,113927.22953300,99999999.99879999,60507.846585,194397939719167.70640800,429228169936111.9093198228034,518295773594777.89321300
105000000.00030001,28855436.79998400,113927.22943800,100000000.00110000,60507.846598,194397939719149.24068800,429228169936071.1372004249302,518295773594728.66083800
105000000.00030001,28855436.80001500,113927.22948500,100000000.00049999,60507.84661,194397939719158.37636000,429228169936091.3086700217727,518295773594753.01791500
105000000.00030001,28855436.79982300,113927.22966500,99999999.99990000,60507.846622,194397939719193.36404000,429228169936168.5611067756376,518295773594846.30095900
105000000.00040001,28855436.80018500,113927.22968700,99999999.99959999,60507.846634,194397939719197.64031200,429228169936178.0030712677767,518295773594857.70144900
105000000.00030001,28855436.79995700,113927.22948200,99999999.99850000,60507.846646,194397939719157.79323200,429228169936090.0211294092083,518295773594751.46332000
105000000.00040001,28855436.79990100,113927.22952900,99999999.99990000,60507.846659,194397939719166.92890400,429228169936110.1925990060508,518295773594775.82057100
105000000.00000000,28855436.79998600,113927.22962600,100000000.00070000,60507.846671,194397939719185.78337600,429228169936151.8230788123002,518295773594826.08939000
105000000.00180000,28855436.79984400,113927.22938400,100000000.00040001,60507.846683,194397939719138.74438400,429228169936047.9614693987708,518295773594700.67632000
105000000.00110000,28855436.80017900,113927.22967300,100000000.00049999,60507.846695,194397939719194.91904800,429228169936171.9945484091427,518295773594850.44614300
105000000.00049999,28855436.80007700,113927.22954100,99999999.99830000,60507.846708,194397939719169.26141600,429228169936115.3427614563085,518295773594782.03906300
104999999.99950001,28855436.80016500,113927.22974100,100000000.00070000,60507.84672,194397939719208.13661600,429228169936201.1788022939361,518295773594885.68628700
105000000.00030001,28855436.80041000,113927.22919700,100000000.00110000,60507.846732,194397939719102.39607200,429228169935967.7047712155889,518295773594603.76486900
105000000.00020000,28855436.79953500,113927.22942400,99999999.99940000,60507.846744,194397939719146.51942400,429228169936065.1286775662963,518295773594721.40641800
104999999.99990000,28855436.80012200,113927.22961100,100000000.00100000,60507.846757,194397939719182.86773600,429228169936145.3853757494781,518295773594818.31556300
105000000.00010000,28855436.79994300,113927.22963500,99999999.99830000,60507.846769,194397939719187.53276000,429228169936155.6857006499935,518295773594830.75360900
105000000.00139999,28855436.79981100,113927.22933700,99999999.99900000,60507.846781,194397939719129.60871200,429228169936027.7899998019283,518295773594676.31924700
104999999.99920000,28855436.79999600,113927.22966500,100000000.00049999,60507.846793,194397939719193.36404000,429228169936168.5611067756376,518295773594846.30061300
104999999.99980000,28855436.80011000,113927.22959900,99999999.99969999,60507.846805,194397939719180.53522400,429228169936140.2352132992205,518295773594812.09674300
105000000.00020000,28855436.79997900,113927.22927500,100000000.00070000,60507.846818,194397939719117.55740000,429228169936001.1808271422637,518295773594644.18821700
105000000.00110000,28855436.79991900,113927.22961400,99999999.99779999,60507.84683,194397939719183.45086400,429228169936146.6729163620426,518295773594819.87068000
104999999.99940000,28855436.80002200,113927.22956200,99999999.99980000,60507.846842,194397939719173.34331200,429228169936124.3555457442594,518295773594792.92215000
105000000.00030001,28855436.80000300,113927.22954900,100000000.00049999,60507.846854,194397939719170.81642400,429228169936118.7762030898136,518295773594786.18510700
105000000.00180000,28855436.79986600,113927.22960800,99999999.99950001,60507.846867,194397939719182.28460800,429228169936144.0978351369137,518295773594816.76136400
105000000.00110000,28855436.80013200,113927.22957400,100000000.00080000,60507.846879,194397939719175.67582400,429228169936129.5057081945170,518295773594799.14077400
105000000.00070000,28855436.79977100,113927.22977300,99999999.99969999,60507.846891,194397939719214.35664800,429228169936214.9125688279566,518295773594902.27065900
104999999.99930000,28855436.79985100,113927.22938800,99999999.99969999,60507.846903,194397939719139.52188800,429228169936049.6781902155233,518295773594702.74925400
104999999.99980000,28855436.80024100,113927.22934600,99999999.99990000,60507.846915,194397939719131.35809600,429228169936031.6526216396215,518295773594680.98252000
105000000.00060000,28855436.80040600,113927.22939100,99999999.99910000,60507.846928,194397939719140.10501600,429228169936050.9657308280877,518295773594704.30285500
105000000.00049999,28855436.79967700,113927.22984000,100000000.00060000,60507.84694,194397939719227.37984000,429228169936243.6676425085618,518295773594936.99272600
105000000.00139999,28855436.80043000,113927.22940900,99999999.99990000,60507.846952,194397939719143.60378400,429228169936058.6909745034742,518295773594713.63107300
104999999.99950001,28855436.79955200,113927.22960400,99999999.99940000,60507.846965,194397939719181.50710400,429228169936142.3811143201612,518295773594814.68904400
105000000.00020000,28855436.79984500,113927.22932500,100000000.00090000,60507.846977,194397939719127.27620000,429228169936022.6398373516706,518295773594670.10033500
105000000.00170000,28855436.80013900,113927.22950400,99999999.99810000,60507.846989,194397939719162.06950400,429228169936099.4630939013474,518295773594762.86417000
104999999.99950001,28855436.80006400,113927.22934900,100000000.00110000,60507.847001,194397939719131.94122400,429228169936032.9401622521859,518295773594682.53758500
104999999.99969999,28855436.79986500,113927.22962100,100000000.00110000,60507.847013,194397939719184.81149600,429228169936149.6771777913595,518295773594823.49844700
105000000.00010000,28855436.80005400,113927.22961700,99999999.99969999,60507.847026,194397939719184.03399200,429228169936147.9604569746070,518295773594821.42512100
105000000.00049999,28855436.80008000,113927.22958600,100000000.00100000,60507.847038,194397939719178.00833600,429228169936134.6558706447747,518295773594805.35972200
105000000.00150000,28855436.79998800,113927.22940600,99999999.99770001,60507.84705,194397939719143.02065600,429228169936057.4034338909098,518295773594712.07724600
105000000.00090000,28855436.80002400,113927.22937800,100000000.00040001,60507.847062,194397939719137.57812800,429228169936045.3863881736419,518295773594697.56653800
105000000.00110000,28855436.80006100,113927.22971200,100000000.00020000,60507.847075,194397939719202.49971200,429228169936188.7325763724801,518295773594870.65762200
105000000.00060000,28855436.80007600,113927.22916300,99999999.99940000,60507.847087,194397939719095.78728800,429228169935953.1126442731922,518295773594586.14547900
105000000.00030001,28855436.80012000,113927.22972900,100000000.00049999,60507.847099,194397939719205.80410400,429228169936196.0286398436785,518295773594879.46753300
105000000.00110000,28855436.80009200,113927.22964700,99999999.99850000,60507.847111,194397939719189.86527200,429228169936160.8358631002511,518295773594836.97215500
105000000.00090000,28855436.79984000,113927.22932500,100000000.00060000,60507.847124,194397939719127.27620000,429228169936022.6398373516706,518295773594670.10034500
105000000.00049999,28855436.80003200,113927.22956700,100000000.00110000,60507.847136,194397939719174.31519200,429228169936126.5014467652001,518295773594795.51331500
105000000.00049999,28855436.80045700,113927.22973700,99999999.99950001,60507.847148,194397939719207.35911200,429228169936199.4620814771836,518295773594883.61275500
105000000.00020000,28855436.79952900,113927.22929800,100000000.00060000,60507.84716,194397939719122.02804800,429228169936011.0519718385909,518295773594656.10856800
105000000.00040001,28855436.80018900,113927.22969600,99999999.99940000,60507.847172,194397939719199.38969600,429228169936181.8656931054699,518295773594862.36557400
105000000.00000000,28855436.79999800,113927.22963800,99999999.99980000,60507.847185,194397939719188.11588800,429228169936156.9732412625579,518295773594832.30821000
104999999.99959999,28855436.80004700,113927.22938800,100000000.00030001,60507.847197,194397939719139.52188800,429228169936049.6781902155233,518295773594702.74886200
105000000.00100000,28855436.79996500,113927.22942700,99999999.99920000,60507.84721,194397939719147.10255200,429228169936066.4162181788607,518295773594722.96026900
105000000.00030001,28855436.80012900,113927.22920900,100000000.00030001,60507.847222,194397939719104.72858400,429228169935972.8549336658466,518295773594609.98427500
105000000.00080000,28855436.79983600,113927.22991500,99999999.99910000,60507.847234,194397939719241.95804000,429228169936275.8561578226722,518295773594975.86018300
104999999.99930000,28855436.80005600,113927.22965200,99999999.99920000,60507.847246,194397939719190.83715200,429228169936162.9817641211918,518295773594839.56341200
104999999.99969999,28855436.80007000,113927.22952600,100000000.00139999,60507.847259,194397939719166.34577600,429228169936108.9050583934864,518295773594774.26552200
105000000.00000000,28855436.80001700,113927.22946700,99999999.99879999,60507.847271,194397939719154.87759200,429228169936083.5834263463862,518295773594743.68964500
105000000.00020000,28855436.79991300,113927.22964800,100000000.00000000,60507.847283,194397939719190.05964800,429228169936161.2650433044393,518295773594837.49075000
104999999.99990000,28855436.80006700,113927.22962600,100000000.00000000,60507.847296,194397939719185.78337600,429228169936151.8230788123002,518295773594826.08922800
105000000.00210001,28855436.80002900,113927.22924800,99999999.99980000,60507.847308,194397939719112.30924800,429228169935989.5929616291840,518295773594630.19571800
104999999.99920000,28855436.79998900,113927.22982300,100000000.00020000,60507.84732,194397939719224.07544800,429228169936236.3715790373635,518295773594928.18207300
104999999.99990000,28855436.79996500,113927.22954700,99999999.99810000,60507.847332,194397939719170.42767200,429228169936117.9178426814373,518295773594785.14870900
105000000.00130001,28855436.80014800,113927.22934300,100000000.00049999,60507.847344,194397939719130.77496800,429228169936030.3650810270571,518295773594679.42799500
104999999.99959999,28855436.79987900,113927.22970100,99999999.99969999,60507.847357,194397939719200.36157600,429228169936184.0115941264106,518295773594864.95737900
105000000.00020000,28855436.80057900,113927.22964800,100000000.00070000,60507.847369,194397939719190.05964800,429228169936161.2650433044393,518295773594837.48941800
105000000.00060000,28855436.79957200,113927.22940900,100000000.00070000,60507.847381,194397939719143.60378400,429228169936058.6909745034742,518295773594713.63278900
105000000.00130001,28855436.80005300,113927.22943200,99999999.99869999,60507.847393,194397939719148.07443200,429228169936068.5621191998014,518295773594725.55127800
105000000.00090000,28855436.79984700,113927.22957200,99999999.99959999,60507.847406,194397939719175.28707200,429228169936128.6473477861408,518295773594798.10487000
105000000.00080000,28855436.80013100,113927.22985800,100000000.00040001,60507.847418,194397939719230.87860800,429228169936251.3928861839483,518295773594946.32008400
105000000.00110000,28855436.80000000,113927.22957800,100000000.00040001,60507.84743,194397939719176.45332800,429228169936131.2224290112696,518295773594801.21398600
104999999.99910000,28855436.79995300,113927.22957700,100000000.00160000,60507.847443,194397939719176.25895200,429228169936130.7932488070814,518295773594800.69584300
105000000.00030001,28855436.80011500,113927.22925500,99999999.99850000,60507.847455,194397939719113.66988000,429228169935992.5972230585009,518295773594633.82320500
105000000.00130001,28855436.80010600,113927.22942800,100000000.00100000,60507.847467,194397939719147.29692800,429228169936066.8453983830488,518295773594723.47822400
105000000.00090000,28855436.80004200,113927.22963200,99999999.99950001,60507.847479,194397939719186.94963200,429228169936154.3981600374291,518295773594829.19870000
105000000.00110000,28855436.79969700,113927.22924800,99999999.99950001,60507.847492,194397939719112.30924800,429228169935989.5929616291840,518295773594630.19638200
104999999.99990000,28855436.80003000,113927.22973400,100000000.00060000,60507.847504,194397939719206.77598400,429228169936198.1745408646192,518295773594882.05889800
105000000.00110000,28855436.79987400,113927.22957800,99999999.99890000,60507.847516,194397939719176.45332800,429228169936131.2224290112696,518295773594801.21423800
105000000.00040001,28855436.80000000,113927.22934700,100000000.00060000,60507.847528,194397939719131.55247200,429228169936032.0818018438096,518295773594681.50123900
104999999.99930000,28855436.79998200,113927.22946800,100000000.00010000,60507.84754,194397939719155.07196800,429228169936084.0126065505744,518295773594744.20795200
105000000.00040001,28855436.79997500,113927.22965300,99999999.99959999,60507.847553,194397939719191.03152800,429228169936163.4109443253800,518295773594840.08181100
105000000.00010000,28855436.80027400,113927.22973600,100000000.00040001,60507.847565,194397939719207.16473600,429228169936199.0329012729954,518295773594883.09488400
104999999.99990000,28855436.79975900,113927.22947700,99999999.99969999,60507.847577,194397939719156.82135200,429228169936087.8752283882676,518295773594748.87253100
105000000.00070000,28855436.80028200,113927.22932700,100000000.00000000,60507.847589,194397939719127.66495200,429228169936023.4981977600469,518295773594671.13593500
105000000.00170000,28855436.79979900,113927.22959200,100000000.00040001,60507.847602,194397939719179.17459200,429228169936137.2309518699035,518295773594808.46970600
104999999.99959999,28855436.79989900,113927.22971500,99999999.99779999,60507.847614,194397939719203.08284000,429228169936190.0201169850445,518295773594872.21265700
105000000.00110000,28855436.80005700,113927.22959400,99999999.99940000,60507.847626,194397939719179.56334400,429228169936138.0893122782798,518295773594809.50566400
105000000.00090000,28855436.80000300,113927.22936700,100000000.00110000,60507.847638,194397939719135.43999200,429228169936040.6654059275724,518295773594691.86597300
105000000.00070000,28855436.79984600,113927.22960900,99999999.99959999,60507.84765,194397939719182.47898400,429228169936144.5270153411019,518295773594817.27964100
105000000.00090000,28855436.80015600,113927.22985400,100000000.00110000,60507.847663,194397939719230.10110400,429228169936249.6761653671958,518295773594944.24708600
105000000.00070000,28855436.80009900,113927.22902500,99999999.99860001,60507.847675,194397939719068.96340000,429228169935893.8857760952291,518295773594514.62872700
104999999.99879999,28855436.80002500,113927.22963200,100000000.00049999,60507.847688,194397939719186.94963200,429228169936154.3981600374291,518295773594829.19873400
105000000.00000000,28855436.79997500,113927.22959400,100000000.00070000,60507.8477,194397939719179.56334400,429228169936138.0893122782798,518295773594809.50582800
104999999.99990000,28855436.79992000,113927.22950900,99999999.99959999,60507.847712,194397939719163.04138400,429228169936101.6089949222880,518295773594765.45579300
104999999.99980000,28855436.80002700,113927.22951800,99999999.99950001,60507.847724,194397939719164.79076800,429228169936105.4716167599813,518295773594770.11971200
105000000.00100000,28855436.80002800,113927.22963300,99999999.99810000,60507.847736,194397939719187.14400800,429228169936154.8273402416172,518295773594829.71696500
104999999.99940000,28855436.79996900,113927.22943300,99999999.99969999,60507.847749,194397939719148.26880800,429228169936068.9912994039895,518295773594726.06968300
105000000.00040001,28855436.79985200,113927.22950700,100000000.00100000,60507.847761,194397939719162.65263200,429228169936100.7506345139118,518295773594764.41945500
105000000.00020000,28855436.80005500,113927.22950500,100000000.00020000,60507.847773,194397939719162.26388000,429228169936099.8922741055355,518295773594763.38257500
105000000.00210001,28855436.80057600,113927.22952700,100000000.00060000,60507.847785,194397939719166.54015200,429228169936109.3342385976745,518295773594774.78274700
104999999.99990000,28855436.79946800,113927.22941700,99999999.99860001,60507.847798,194397939719145.15879200,429228169936062.1244161369793,518295773594717.77889300
104999999.99959999,28855436.80003100,113927.22942700,99999999.99869999,60507.84781,194397939719147.10255200,429228169936066.4162181788607,518295773594722.96013700
105000000.00110000,28855436.80009900,113927.22969400,100000000.00110000,60507.847822,194397939719199.00094400,429228169936181.0073326970936,518295773594861.32928000
105000000.00110000,28855436.79995500,113927.22958900,99999999.99959999,60507.847834,194397939719178.59146400,429228169936135.9434112573391,518295773594806.91468300
105000000.00060000,28855436.79996100,113927.22936200,100000000.00060000,60507.847846,194397939719134.46811200,429228169936038.5195049066317,518295773594689.27487200
105000000.00120001,28855436.79997100,113927.22963900,100000000.00010000,60507.847859,194397939719188.31026400,429228169936157.4024214667460,518295773594832.82650100
104999999.99910000,28855436.80004100,113927.22951900,99999999.99980000,60507.847871,194397939719164.98514400,429228169936105.9007969641694,518295773594770.63792100
105000000.00070000,28855436.79989700,113927.22954700,100000000.00100000,60507.847883,194397939719170.42767200,429228169936117.9178426814373,518295773594785.14884500
105000000.00049999,28855436.79996200,113927.22921800,99999999.99850000,60507.847895,194397939719106.47796800,429228169935976.7175555035398,518295773594614.64874200
105000000.00000000,28855436.80005000,113927.22965600,99999999.99969999,60507.847908,194397939719191.61465600,429228169936164.6984849379444,518295773594841.63637200
105000000.00000000,28855436.80001900,113927.22956700,100000000.00000000,60507.84792,194397939719174.31519200,429228169936126.5014467652001,518295773594795.51334100
105000000.00060000,28855436.80015400,113927.22935900,100000000.00030001,60507.847932,194397939719133.88498400,429228169936037.2319642940673,518295773594687.71977500
104999999.99980000,28855436.79997100,113927.22994200,100000000.00070000,60507.847944,194397939719247.20619200,429228169936287.4440233357519,518295773594989.85231200
105000000.00020000,28855436.79999200,113927.22960800,99999999.99830000,60507.847956,194397939719182.28460800,429228169936144.0978351369137,518295773594816.76111200
105000000.00010000,28855436.80025200,113927.22933800,100000000.00020000,60507.847969,194397939719129.80308800,429228169936028.2191800061164,518295773594676.83660200
105000000.00190000,28855436.80011100,113927.22950000,100000000.00080000,60507.847981,194397939719161.29200000,429228169936097.7463730845948,518295773594760.79127800
104999999.99950001,28855436.79986500,113927.22969600,100000000.00010000,60507.847993,194397939719199.38969600,429228169936181.8656931054699,518295773594862.36622200
105000000.00200000,28855436.80037900,113927.22932300,100000000.00070000,60507.848005,194397939719126.88744800,429228169936021.7814769432943,518295773594669.06279300
105000000.00090000,28855436.79954300,113927.22959000,99999999.99820000,60507.848018,194397939719178.78584000,429228169936136.3725914615272,518295773594807.43374400
104999999.99950001,28855436.79992400,113927.22932900,100000000.00030001,60507.84803,194397939719128.05370400,429228169936024.3565581684232,518295773594672.17312500
105000000.00010000,28855436.79998400,113927.22987400,100000000.00080000,60507.848042,194397939719233.98862400,429228169936258.2597694509585,518295773594954.61217000
104999999.99990000,28855436.79999900,113927.22930300,99999999.99969999,60507.848054,194397939719122.99992800,429228169936013.1978728595316,518295773594658.69881300
105000000.00000000,28855436.79986800,113927.22944400,100000000.00080000,60507.848067,194397939719150.40694400,429228169936073.7122816500591,518295773594731.77049200
105000000.00130001,28855436.79995200,113927.22987800,99999999.99860001,60507.848079,194397939719234.76612800,429228169936259.9764902677111,518295773594956.68518200
105000000.00040001,28855436.80011000,113927.22940900,99999999.99890000,60507.848091,194397939719143.60378400,429228169936058.6909745034742,518295773594713.63171300
105000000.00090000,28855436.79992200,113927.22969400,100000000.00060000,60507.848104,194397939719199.00094400,429228169936181.0073326970936,518295773594861.32963400
104999999.99920000,28855436.80003500,113927.22914200,100000000.00040001,60507.848116,194397939719091.70539200,429228169935944.0998599852413,518295773594575.26258400
105000000.00110000,28855436.79995200,113927.23002200,100000000.00010000,60507.848128,194397939719262.75627200,429228169936321.7784396708030,518295773595031.31131000
105000000.00110000,28855436.80003000,113927.22899000,99999999.99900000,60507.84814,194397939719062.16024000,429228169935878.8644689486443,518295773594496.49057000
104999999.99980000,28855436.80004500,113927.22939300,100000000.00010000,60507.848153,194397939719140.49376800,429228169936051.8240912364640,518295773594705.34005100
104999999.99990000,28855436.79975700,113927.22966000,100000000.00090000,60507.848165,194397939719192.39216000,429228169936166.4152057546969,518295773594843.70990600
105000000.00010000,28855436.79983000,113927.22932300,99999999.99869999,60507.848177,194397939719126.88744800,429228169936021.7814769432943,518295773594669.06389100
105000000.00020000,28855436.79997000,113927.22965500,100000000.00049999,60507.848189,194397939719191.42028000,429228169936164.2693047337562,518295773594841.11829500
105000000.00180000,28855436.80037600,113927.22948000,99999999.99959999,60507.848201,194397939719157.40448000,429228169936089.1627690008320,518295773594750.42600800
104999999.99940000,28855436.79969700,113927.22932600,99999999.99969999,60507.848214,194397939719127.47057600,429228169936023.0690175558587,518295773594670.61886800
105000000.00030001,28855436.80045700,113927.22938300,100000000.00110000,60507.848226,194397939719138.55000800,429228169936047.5322891945826,518295773594700.15685700
105000000.00130001,28855436.79977600,113927.22953200,99999999.99930000,60507.848238,194397939719167.51203200,429228169936111.4801396186152,518295773594777.37553200
105000000.00070000,28855436.79988100,113927.22999200,100000000.00030001,60507.84825,194397939719256.92499200,429228169936308.9030335451588,518295773595015.76434200
104999999.99969999,28855436.80020700,113927.22912900,99999999.99980000,60507.848263,194397939719089.17850400,429228169935938.5205173307955,518295773594568.52515900
105000000.00150000,28855436.80006800,113927.22937500,99999999.99990000,60507.848275,194397939719136.99500000,429228169936044.0988475610775,518295773594696.01173900
105000000.00070000,28855436.79986600,113927.22978500,100000000.00130001,60507.848287,194397939719216.68916000,429228169936220.0627312782142,518295773594908.48931300
105000000.00070000,28855436.80000400,113927.22980000,99999999.99850000,60507.848299,194397939719219.60480000,429228169936226.5004343410363,518295773594916.26259200
105000000.00030001,28855436.79997500,113927.22929900,100000000.00010000,60507.848312,194397939719122.22242400,429228169936011.4811520427790,518295773594656.62591300
104999999.99980000,28855436.79998400,113927.22932100,100000000.00090000,60507.848324,194397939719126.49869600,429228169936020.9231165349180,518295773594668.02710900
104999999.99990000,28855436.79995500,113927.22974100,100000000.00000000,60507.848336,194397939719208.13661600,429228169936201.1788022939361,518295773594885.68670700
105000000.00010000,28855436.79997400,113927.22956400,100000000.00130001,60507.848348,194397939719173.73206400,429228169936125.2139061526357,518295773594793.95872000
104999999.99969999,28855436.79988800,113927.22944200,99999999.99800000,60507.848361,194397939719150.01819200,429228169936072.8539212416828,518295773594730.73397800
105000000.00100000,28855436.79984400,113927.22955600,100000000.00040001,60507.848373,194397939719172.17705600,429228169936121.7804645191305,518295773594789.81308400
105000000.00049999,28855436.79989400,113927.22938000,100000000.00020000,60507.848385,194397939719137.96688000,429228169936046.2447485820182,518295773594698.60327200
105000000.00049999,28855436.80000100,113927.22959200,99999999.99910000,60507.848397,194397939719179.17459200,429228169936137.2309518699035,518295773594808.46930200
104999999.99930000,28855436.79999400,113927.22948500,100000000.00130001,60507.848409,194397939719158.37636000,429228169936091.3086700217727,518295773594753.01795700
105000000.00170000,28855436.80061000,113927.22961300,99999999.99930000,60507.848422,194397939719183.25648800,429228169936146.2437361578544,518295773594819.35106100
105000000.00080000,28855436.79940800,113927.22932300,100000000.00030001,60507.848434,194397939719126.88744800,429228169936021.7814769432943,518295773594669.06473500
104999999.99930000,28855436.80019200,113927.22977300,100000000.00040001,60507.848446,194397939719214.35664800,429228169936214.9125688279566,518295773594902.26981700
105000000.00049999,28855436.80012400,113927.22944900,99999999.99860001,60507.848458,194397939719151.37882400,429228169936075.8581826709997,518295773594734.36116500
105000000.00010000,28855436.79999000,113927.22937500,100000000.00100000,60507.848471,194397939719136.99500000,429228169936044.0988475610775,518295773594696.01189500
104999999.99990000,28855436.79988000,113927.22967600,99999999.99950001,60507.848483,194397939719195.50217600,429228169936173.2820890217071,518295773594852.00145200
105000000.00150000,28855436.80013200,113927.22935500,99999999.99969999,60507.848495,194397939719133.10748000,429228169936035.5152434773147,518295773594685.64687100
105000000.00100000,28855436.80004600,113927.22949300,100000000.00060000,60507.848507,194397939719159.93136800,429228169936094.7421116552778,518295773594757.16374900
104999999.99940000,28855436.79992900,113927.22967000,99999999.99830000,60507.848519,194397939719194.33592000,429228169936170.7070077965783,518295773594848.89193200
104999999.99940000,28855436.80006700,113927.22921000,100000000.00049999,60507.848532,194397939719104.92296000,429228169935973.2841138700347,518295773594610.50263600
105000000.00100000,28855436.80023000,113927.22960900,100000000.00049999,60507.848544,194397939719182.47898400,429228169936144.5270153411019,518295773594817.27887300
104999999.99959999,28855436.79992800,113927.22930400,100000000.00000000,60507.848556,194397939719123.19430400,429228169936013.6270530637197,518295773594659.21719200
105000000.00049999,28855436.80010300,113927.22942900,100000000.00100000,60507.848569,194397939719147.49130400,429228169936067.2745785872370,518295773594723.99646700
105000000.00150000,28855436.79984400,113927.22967000,99999999.99879999,60507.848581,194397939719194.33592000,429228169936170.7070077965783,518295773594848.89210200
104999999.99940000,28855436.79983500,113927.22953500,100000000.00060000,60507.848593,194397939719168.09516000,429228169936112.7676802311796,518295773594778.93012500
105000000.00139999,28855436.80001900,113927.22948300,100000000.00080000,60507.848605,194397939719157.98760800,429228169936090.4503096133964,518295773594751.98143300
104999999.99959999,28855436.80023200,113927.22942800,100000000.00000000,60507.848618,194397939719147.29692800,429228169936066.8453983830488,518295773594723.47797200
105000000.00100000,28855436.79971300,113927.22948800,100000000.00070000,60507.84863,194397939719158.95948800,429228169936092.5962106343371,518295773594754.57323000
105000000.00090000,28855436.80041900,113927.22980400,99999999.99830000,60507.848642,194397939719220.38230400,429228169936228.2171551577888,518295773594918.33471000
104999999.99950001,28855436.79954900,113927.22934600,100000000.00020000,60507.848654,194397939719131.35809600,429228169936031.6526216396215,518295773594680.98390400
