07/16/2024	11:01:52	(analyzed:  7/16/2024)
MJD	timer	SDR:frep_TiS	fo_TiS	fb_Si_TiS	fb_Al_TiS	fb_Yb_TiS
60508.000858	25161281.000000	379043.157080	10000000.000040	640000000.000000	43726279.849900	142219674.161200
60508.000870	25162337.000000	379043.156747	10000000.000070	640000000.000000	43726281.285400	142219674.142800
60508.000883	25163489.000000	379043.157273	9999999.999910	640000000.001000	43726282.382100	142219674.158500
60508.000895	25164547.000000	379043.156932	10000000.000000	640000000.001000	43726281.863300	142219674.159200
60508.000908	25165603.000000	379043.157056	10000000.000030	640000000.004000	43726281.236100	142219674.166300
60508.000920	25166660.000000	379043.157001	9999999.999980	640000000.002000	43726279.474800	142219674.153400
60508.000932	25167716.000000	379043.156807	10000000.000070	639999999.998000	43726278.620200	142219674.140600
60508.000944	25168773.000000	379043.157176	9999999.999950	640000000.000000	43726277.964200	142219674.147100
60508.000957	25169831.000000	379043.156859	9999999.999980	639999999.999000	43726278.248600	142219674.170400
60508.000969	25170885.000000	379043.157007	10000000.000120	640000000.003000	43726278.755200	142219674.153000
60508.000981	25171939.000000	379043.157326	9999999.999880	639999999.999000	43726279.013100	142219674.160000
60508.000994	25173094.000000	379043.156925	10000000.000050	640000000.002000	43726278.843800	142219674.154600
60508.001007	25174152.000000	379043.156887	10000000.000080	640000000.000000	43726278.360300	142219674.143500
60508.001019	25175208.000000	379043.157050	9999999.999950	640000000.000000	43726277.432600	142219674.145200
60508.001031	25176263.000000	379043.157074	10000000.000100	640000000.001000	43726277.902300	142219674.146500
60508.001043	25177321.000000	379043.157187	10000000.000070	640000000.000000	43726278.961800	142219674.149100
60508.001056	25178376.000000	379043.156932	10000000.000070	640000000.000000	43726278.346200	142219674.140900
60508.001068	25179430.000000	379043.156991	9999999.999980	640000000.000000	43726278.789300	142219674.166400
60508.001080	25180486.000000	379043.157286	10000000.000090	640000000.002000	43726279.764000	142219674.147600
60508.001092	25181541.000000	379043.156861	9999999.999880	640000000.001000	43726280.134000	142219674.145900
60508.001104	25182602.000000	379043.157131	10000000.000120	639999999.999000	43726280.875000	142219674.166200
60508.001117	25183668.000000	379043.157388	9999999.999920	640000000.001000	43726280.232900	142219674.163400
60508.001129	25184725.000000	379043.156733	10000000.000020	640000000.006000	43726281.520300	142219674.158500
60508.001141	25185785.000000	379043.156992	10000000.000000	639999999.995000	43726280.485100	142219674.144400
60508.001154	25186841.000000	379043.157040	9999999.999950	640000000.001000	43726281.402200	142219674.147200
60508.001166	25187896.000000	379043.157139	9999999.999950	639999999.998000	43726282.012800	142219674.167400
60508.001178	25188955.000000	379043.157052	9999999.999960	639999999.999000	43726283.309700	142219674.149000
60508.001190	25190014.000000	379043.156809	10000000.000020	640000000.001000	43726281.711200	142219674.157600
60508.001202	25191071.000000	379043.157003	10000000.000020	639999999.999000	43726282.470700	142219674.143800
60508.001215	25192129.000000	379043.156995	10000000.000000	640000000.003000	43726282.533100	142219674.137300
60508.001228	25193292.000000	379043.157107	10000000.000170	640000000.003000	43726283.532600	142219674.152000
60508.001240	25194346.000000	379043.157095	9999999.999920	640000000.000000	43726284.188200	142219674.154200
60508.001253	25195402.000000	379043.157004	10000000.000000	640000000.000000	43726283.754500	142219674.160100
60508.001265	25196459.000000	379043.157073	9999999.999960	640000000.000000	43726283.683800	142219674.143400
60508.001277	25197515.000000	379043.157160	9999999.999990	640000000.002000	43726284.953000	142219674.160300
60508.001290	25198665.000000	379043.156882	9999999.999950	639999999.999000	43726284.638700	142219674.147300
60508.001303	25199722.000000	379043.157031	9999999.999950	640000000.002000	43726285.404400	142219674.159100
60508.001315	25200779.000000	379043.156938	9999999.999920	639999999.997000	43726285.295300	142219674.141700
60508.001327	25201836.000000	379043.157029	9999999.999880	640000000.000000	43726285.527300	142219674.171100
60508.001339	25202892.000000	379043.156828	9999999.999970	639999999.998000	43726286.419600	142219674.169500
60508.001351	25203946.000000	379043.157160	10000000.000020	640000000.001000	43726286.617700	142219674.137500
60508.001364	25205013.000000	379043.157138	10000000.000090	640000000.002000	43726287.328200	142219674.167500
60508.001376	25206067.000000	379043.157061	9999999.999970	639999999.997000	43726287.547200	142219674.160900
60508.001388	25207125.000000	379043.156901	9999999.999960	640000000.000000	43726285.444000	142219674.160600
60508.001401	25208184.000000	379043.157223	10000000.000010	639999999.999000	43726285.523900	142219674.153000
60508.001413	25209241.000000	379043.156896	9999999.999980	640000000.001000	43726286.284200	142219674.147300
60508.001425	25210297.000000	379043.157217	10000000.000020	640000000.005000	43726287.113000	142219674.167900
60508.001437	25211357.000000	379043.157045	10000000.000050	640000000.001000	43726289.586400	142219674.146800
60508.001449	25212415.000000	379043.156931	10000000.000050	640000000.005000	43726287.998800	142219674.153400
60508.001463	25213583.000000	379043.156993	9999999.999980	640000000.001000	43726290.419000	142219674.159700
60508.001475	25214641.000000	379043.157024	10000000.000070	640000000.001000	43726289.364800	142219674.137300
60508.001487	25215694.000000	379043.156992	10000000.000020	640000000.000000	43726289.938100	142219674.169300
60508.001500	25216750.000000	379043.157344	9999999.999900	640000000.002000	43726290.122500	142219674.135800
60508.001512	25217804.000000	379043.156871	9999999.999950	640000000.001000	43726290.288400	142219674.169600
60508.001524	25218861.000000	379043.156665	10000000.000040	640000000.004000	43726289.269600	142219674.141900
60508.001536	25219918.000000	379043.157344	9999999.999980	639999999.998000	43726290.239000	142219674.146400
60508.001549	25220975.000000	379043.156975	9999999.999940	639999999.999000	43726290.564400	142219674.160000
60508.001561	25222035.000000	379043.156994	10000000.000030	639999999.999000	43726291.328900	142219674.148500
60508.001574	25223149.000000	379043.156791	9999999.999890	640000000.001000	43726290.818800	142219674.158400
60508.001586	25224206.000000	379043.157439	10000000.000140	640000000.000000	43726290.280200	142219674.142100
60508.001598	25225263.000000	379043.157263	9999999.999950	640000000.001000	43726289.896000	142219674.164600
60508.001610	25226319.000000	379043.156939	10000000.000000	639999999.999000	43726288.108100	142219674.167700
60508.001623	25227373.000000	379043.157159	10000000.000100	639999999.999000	43726287.747900	142219674.158200
60508.001635	25228430.000000	379043.157356	9999999.999900	640000000.000000	43726288.251300	142219674.179600
60508.001647	25229486.000000	379043.156797	9999999.999930	640000000.002000	43726286.842400	142219674.146300
60508.001659	25230540.000000	379043.156898	10000000.000070	639999999.998000	43726286.200800	142219674.133900
60508.001672	25231597.000000	379043.157023	9999999.999810	640000000.002000	43726286.092700	142219674.158300
60508.001684	25232655.000000	379043.157109	10000000.000030	640000000.003000	43726285.049300	142219674.161000
60508.001696	25233717.000000	379043.156960	10000000.000090	640000000.003000	43726285.586000	142219674.136800
60508.001708	25234773.000000	379043.156588	9999999.999970	640000000.002000	43726285.107300	142219674.162100
60508.001720	25235828.000000	379043.157403	10000000.000020	640000000.002000	43726285.278400	142219674.152400
60508.001733	25236886.000000	379043.157180	10000000.000210	640000000.002000	43726285.506300	142219674.142400
60508.001745	25237942.000000	379043.156833	10000000.000110	640000000.002000	43726286.133300	142219674.147000
60508.001757	25238998.000000	379043.157208	10000000.000000	640000000.000000	43726285.779700	142219674.155700
60508.001769	25240054.000000	379043.156843	9999999.999910	639999999.999000	43726286.778000	142219674.156500
60508.001782	25241109.000000	379043.156954	9999999.999910	640000000.001000	43726288.028700	142219674.127000
60508.001794	25242167.000000	379043.157018	10000000.000000	640000000.001000	43726289.877900	142219674.152300
60508.001806	25243225.000000	379043.157266	10000000.000150	639999999.997000	43726289.782200	142219674.162900
60508.001818	25244281.000000	379043.157181	9999999.999880	640000000.000000	43726288.777500	142219674.168000
60508.001831	25245334.000000	379043.156917	10000000.000070	640000000.002000	43726287.945800	142219674.141600
60508.001843	25246393.000000	379043.157126	10000000.000090	640000000.001000	43726286.760200	142219674.162800
60508.001855	25247448.000000	379043.157285	10000000.000070	640000000.000000	43726286.485800	142219674.147500
60508.001868	25248557.000000	379043.156860	10000000.000010	640000000.002000	43726287.006100	142219674.170500
60508.001880	25249613.000000	379043.156910	10000000.000040	640000000.000000	43726287.944000	142219674.144700
60508.001892	25250668.000000	379043.156898	9999999.999930	640000000.004000	43726287.547800	142219674.148400
60508.001905	25251726.000000	379043.157347	10000000.000030	640000000.000000	43726286.721800	142219674.160000
60508.001917	25252783.000000	379043.156968	10000000.000050	640000000.000000	43726286.850200	142219674.150100
60508.001929	25253840.000000	379043.156580	10000000.000030	639999999.999000	43726289.957400	142219674.153200
60508.001941	25254894.000000	379043.156838	9999999.999940	639999999.999000	43726288.209100	142219674.169200
60508.001953	25255950.000000	379043.157528	9999999.999980	640000000.001000	43726288.163300	142219674.153900
60508.001966	25257006.000000	379043.156872	10000000.000080	640000000.001000	43726289.687900	142219674.145200
60508.001978	25258064.000000	379043.156820	10000000.000100	640000000.001000	43726290.674700	142219674.155700
60508.001990	25259120.000000	379043.157025	10000000.000030	639999999.999000	43726290.359500	142219674.166600
60508.002002	25260177.000000	379043.157128	9999999.999960	640000000.001000	43726290.374900	142219674.152500
60508.002015	25261232.000000	379043.156923	9999999.999900	640000000.003000	43726289.515100	142219674.150900
60508.002027	25262289.000000	379043.157104	10000000.000010	639999999.998000	43726289.806700	142219674.155900
60508.002039	25263372.000000	379043.157006	10000000.000220	640000000.004000	43726289.256700	142219674.147200
60508.002052	25264428.000000	379043.157028	10000000.000060	639999999.997000	43726289.043800	142219674.160200
60508.002064	25265482.000000	379043.157227	9999999.999990	640000000.004000	43726289.495100	142219674.144400
60508.002076	25266540.000000	379043.156866	9999999.999960	640000000.001000	43726288.285600	142219674.154700
60508.002088	25267597.000000	379043.157020	9999999.999970	639999999.996000	43726290.136700	142219674.140400
60508.002100	25268653.000000	379043.156992	10000000.000140	640000000.003000	43726289.734000	142219674.143500
60508.002113	25269709.000000	379043.156978	10000000.000090	640000000.000000	43726288.529900	142219674.160900
60508.002125	25270765.000000	379043.157088	10000000.000010	639999999.998000	43726288.707100	142219674.146500
60508.002137	25271824.000000	379043.156941	9999999.999930	640000000.001000	43726286.411000	142219674.158400
60508.002149	25272879.000000	379043.156892	9999999.999850	639999999.996000	43726285.447800	142219674.138700
60508.002162	25273934.000000	379043.157428	9999999.999980	640000000.001000	43726287.959900	142219674.149900
60508.002174	25274992.000000	379043.156720	10000000.000000	639999999.999000	43726290.408900	142219674.148400
60508.002186	25276049.000000	379043.157028	10000000.000020	640000000.001000	43726288.951500	142219674.154900
60508.002198	25277104.000000	379043.157159	10000000.000110	639999999.999000	43726289.164100	142219674.149000
60508.002212	25278261.000000	379043.157404	9999999.999910	640000000.003000	43726291.297600	142219674.158600
60508.002224	25279318.000000	379043.156986	9999999.999980	639999999.999000	43726292.328500	142219674.153600
60508.002236	25280373.000000	379043.156941	9999999.999900	639999999.998000	43726292.731200	142219674.151400
60508.002248	25281427.000000	379043.156918	10000000.000020	640000000.002000	43726293.320300	142219674.138400
60508.002261	25282486.000000	379043.157281	10000000.000050	639999999.999000	43726293.013500	142219674.164900
