# Readme Information 
# Data taken on 240426, analyzed on 30-Apr-2024 by  SaveShifts_forTara_v3_240429.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frhy778 zers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2130), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.0620), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0007), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0803), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.234323e+04 s, uptime fraction 9.346147e-01. 
 t_mjd	   f_shift[Hz]  	IS_GOOD
   6.0426755908370003e+04	   6.3000001190372452e+07	   1.0000000000000000e+00	
   6.0426755921819997e+04	   6.3000001190381445e+07	   1.0000000000000000e+00	
   6.0426755935289999e+04	   6.3000001190396734e+07	   1.0000000000000000e+00	
   6.0426755948749997e+04	   6.3000001190417282e+07	   1.0000000000000000e+00	
   6.0426755962199997e+04	   6.3000001190433651e+07	   1.0000000000000000e+00	
   6.0426755975679996e+04	   6.3000001190439202e+07	   1.0000000000000000e+00	
   6.0426755989129997e+04	   6.3000001190428503e+07	   1.0000000000000000e+00	
   6.0426756002599999e+04	   6.3000001190396383e+07	   1.0000000000000000e+00	
   6.0426756016050000e+04	   6.3000001190359935e+07	   1.0000000000000000e+00	
   6.0426756029500000e+04	   6.3000001190330110e+07	   1.0000000000000000e+00	
   6.0426756042970002e+04	   6.3000001190321237e+07	   1.0000000000000000e+00	
   6.0426756056450002e+04	   6.3000001190313444e+07	   1.0000000000000000e+00	
   6.0426756069880001e+04	   6.3000001190301165e+07	   1.0000000000000000e+00	
   6.0426756083350003e+04	   6.3000001190288104e+07	   1.0000000000000000e+00	
   6.0426756096800003e+04	   6.3000001190296113e+07	   1.0000000000000000e+00	
   6.0426756110280003e+04	   6.3000001190334782e+07	   1.0000000000000000e+00	
   6.0426756123719999e+04	   6.3000001190365113e+07	   1.0000000000000000e+00	
   6.0426756137190001e+04	   6.3000001190382272e+07	   1.0000000000000000e+00	
   6.0426756150649999e+04	   6.3000001190405980e+07	   1.0000000000000000e+00	
   6.0426756164109996e+04	   6.3000001190443359e+07	   1.0000000000000000e+00	
   6.0426756177579999e+04	   6.3000001190484099e+07	   1.0000000000000000e+00	
   6.0426756191020002e+04	   6.3000001190520927e+07	   1.0000000000000000e+00	
   6.0426756204489997e+04	   6.3000001190538041e+07	   1.0000000000000000e+00	
   6.0426756217959999e+04	   6.3000001190530531e+07	   1.0000000000000000e+00	
   6.0426756231410000e+04	   6.3000001190524660e+07	   1.0000000000000000e+00	
   6.0426756244869997e+04	   6.3000001190520205e+07	   1.0000000000000000e+00	
   6.0426756258319998e+04	   6.3000001190496467e+07	   1.0000000000000000e+00	
   6.0426756271780003e+04	   6.3000001190448157e+07	   1.0000000000000000e+00	
   6.0426756285249998e+04	   6.3000001190407656e+07	   1.0000000000000000e+00	
   6.0426756298699998e+04	   6.3000001190364420e+07	   1.0000000000000000e+00	
   6.0426756312170000e+04	   6.3000001190349646e+07	   1.0000000000000000e+00	
   6.0426756325629998e+04	   6.3000001190373220e+07	   1.0000000000000000e+00	
   6.0426756339090003e+04	   6.3000001190381028e+07	   1.0000000000000000e+00	
   6.0426756352550001e+04	   6.3000001190383904e+07	   1.0000000000000000e+00	
   6.0426756366009999e+04	   6.3000001190401331e+07	   1.0000000000000000e+00	
   6.0426756379470004e+04	   6.3000001190414712e+07	   1.0000000000000000e+00	
   6.0426756392930001e+04	   6.3000001190432623e+07	   1.0000000000000000e+00	
   6.0426756406380002e+04	   6.3000001190457709e+07	   1.0000000000000000e+00	
   6.0426756419840000e+04	   6.3000001190460704e+07	   1.0000000000000000e+00	
   6.0426756433299997e+04	   6.3000001190450445e+07	   1.0000000000000000e+00	
   6.0426756446799998e+04	   6.3000001190432370e+07	   1.0000000000000000e+00	
   6.0426756460220000e+04	   6.3000001190430820e+07	   1.0000000000000000e+00	
   6.0426756473690002e+04	   6.3000001190427341e+07	   1.0000000000000000e+00	
   6.0426756487140003e+04	   6.3000001190432131e+07	   1.0000000000000000e+00	
   6.0426756500600000e+04	   6.3000001190432847e+07	   1.0000000000000000e+00	
   6.0426756514070003e+04	   6.3000001190436944e+07	   1.0000000000000000e+00	
   6.0426756527530000e+04	   6.3000001190440558e+07	   1.0000000000000000e+00	
   6.0426756540980001e+04	   6.3000001190471277e+07	   1.0000000000000000e+00	
   6.0426756554430001e+04	   6.3000001190476589e+07	   1.0000000000000000e+00	
   6.0426756567900004e+04	   6.3000001190473929e+07	   1.0000000000000000e+00	
   6.0426756581349997e+04	   6.3000001190448925e+07	   1.0000000000000000e+00	
   6.0426756594810002e+04	   6.3000001190411076e+07	   1.0000000000000000e+00	
   6.0426756608260002e+04	   6.3000001190362491e+07	   1.0000000000000000e+00	
   6.0426756621749999e+04	   6.3000001190311819e+07	   1.0000000000000000e+00	
   6.0426756635199999e+04	   6.3000001190272167e+07	   1.0000000000000000e+00	
   6.0426756648650000e+04	   6.3000001190268219e+07	   1.0000000000000000e+00	
   6.0426756662120002e+04	   6.3000001190243274e+07	   1.0000000000000000e+00	
   6.0426756675589997e+04	   6.3000001190208100e+07	   1.0000000000000000e+00	
   6.0426756689030000e+04	   6.3000001190214843e+07	   1.0000000000000000e+00	
   6.0426756702489998e+04	   6.3000001190273508e+07	   1.0000000000000000e+00	
   6.0426756715960000e+04	   6.3000001190333553e+07	   1.0000000000000000e+00	
   6.0426756729410001e+04	   6.3000001190384254e+07	   1.0000000000000000e+00	
   6.0426756742880003e+04	   6.3000001190435238e+07	   1.0000000000000000e+00	
   6.0426756756340001e+04	   6.3000001190481894e+07	   1.0000000000000000e+00	
   6.0426756769799998e+04	   6.3000001190528147e+07	   1.0000000000000000e+00	
   6.0426756783249999e+04	   6.3000001190589994e+07	   1.0000000000000000e+00	
   6.0426756796709997e+04	   6.3000001190612823e+07	   1.0000000000000000e+00	
   6.0426756810179999e+04	   6.3000001190583281e+07	   1.0000000000000000e+00	
   6.0426756823639997e+04	   6.3000001190558329e+07	   1.0000000000000000e+00	
   6.0426756837100002e+04	   6.3000001190538518e+07	   1.0000000000000000e+00	
   6.0426756850550002e+04	   6.3000001190488257e+07	   1.0000000000000000e+00	
   6.0426756864010000e+04	   6.3000001190425143e+07	   1.0000000000000000e+00	
   6.0426756877469998e+04	   6.3000001190379649e+07	   1.0000000000000000e+00	
   6.0426756890930003e+04	   6.3000001190360583e+07	   1.0000000000000000e+00	
   6.0426756904390000e+04	   6.3000001190354012e+07	   1.0000000000000000e+00	
   6.0426756917860002e+04	   6.3000001190358832e+07	   1.0000000000000000e+00	
   6.0426756931320000e+04	   6.3000001190375797e+07	   1.0000000000000000e+00	
   6.0426756944770001e+04	   6.3000001190407902e+07	   1.0000000000000000e+00	
   6.0426756958240003e+04	   6.3000001190414540e+07	   1.0000000000000000e+00	
   6.0426756971690003e+04	   6.3000001190432146e+07	   1.0000000000000000e+00	
   6.0426756985150001e+04	   6.3000001190418735e+07	   1.0000000000000000e+00	
   6.0426756998600002e+04	   6.3000001190430865e+07	   1.0000000000000000e+00	
   6.0426757012080001e+04	   6.3000001190415949e+07	   1.0000000000000000e+00	
   6.0426757025530002e+04	   6.3000001190612830e+07	   1.0000000000000000e+00	
   6.0426757038999996e+04	   6.3000001190609999e+07	   1.0000000000000000e+00	
   6.0426757052449997e+04	   6.3000001190638222e+07	   1.0000000000000000e+00	
   6.0426757065910002e+04	   6.3000001190656304e+07	   1.0000000000000000e+00	
   6.0426757079360003e+04	   6.3000001190685339e+07	   1.0000000000000000e+00	
   6.0426757092840002e+04	   6.3000001190722972e+07	   1.0000000000000000e+00	
   6.0426757106309997e+04	   6.3000001190758355e+07	   1.0000000000000000e+00	
   6.0426757119759997e+04	   6.3000001190759718e+07	   1.0000000000000000e+00	
   6.0426757133209998e+04	   6.3000001190722309e+07	   1.0000000000000000e+00	
   6.0426757146680000e+04	   6.3000001190692566e+07	   1.0000000000000000e+00	
   6.0426757160130001e+04	   6.3000001190679230e+07	   1.0000000000000000e+00	
   6.0426757173580001e+04	   6.3000001190686926e+07	   1.0000000000000000e+00	
   6.0426757187030002e+04	   6.3000001190701894e+07	   1.0000000000000000e+00	
   6.0426757200499997e+04	   6.3000001190709352e+07	   1.0000000000000000e+00	
   6.0426757213960002e+04	   6.3000001190698855e+07	   1.0000000000000000e+00	
   6.0426757227429996e+04	   6.3000001190671727e+07	   1.0000000000000000e+00	
   6.0426757240879997e+04	   6.3000001190649502e+07	   1.0000000000000000e+00	
   6.0426757254340002e+04	   6.3000001190631248e+07	   1.0000000000000000e+00	
   6.0426757267809997e+04	   6.3000001190625764e+07	   1.0000000000000000e+00	
   6.0426757281259997e+04	   6.3000001190610826e+07	   1.0000000000000000e+00	
   6.0426757294720002e+04	   6.3000001190590039e+07	   1.0000000000000000e+00	
   6.0426757308180000e+04	   6.3000001190560341e+07	   1.0000000000000000e+00	
   6.0426757321639998e+04	   6.3000001190544598e+07	   1.0000000000000000e+00	
   6.0426757335100003e+04	   6.3000001190549470e+07	   1.0000000000000000e+00	
   6.0426757348569998e+04	   6.3000001190561630e+07	   1.0000000000000000e+00	
   6.0426757362030003e+04	   6.3000001190576822e+07	   1.0000000000000000e+00	
   6.0426757375490000e+04	   6.3000001190597698e+07	   1.0000000000000000e+00	
   6.0426757388940001e+04	   6.3000001190617770e+07	   1.0000000000000000e+00	
   6.0426757402410003e+04	   6.3000001190648966e+07	   1.0000000000000000e+00	
   6.0426757415859996e+04	   6.3000001190667741e+07	   1.0000000000000000e+00	
   6.0426757429320001e+04	   6.3000001190697841e+07	   1.0000000000000000e+00	
   6.0426757442790004e+04	   6.3000001190690033e+07	   1.0000000000000000e+00	
   6.0426757456250001e+04	   6.3000001190654010e+07	   1.0000000000000000e+00	
   6.0426757469700002e+04	   6.3000001190623835e+07	   1.0000000000000000e+00	
   6.0426757483160000e+04	   6.3000001190595105e+07	   1.0000000000000000e+00	
   6.0426757496619997e+04	   6.3000001190551929e+07	   1.0000000000000000e+00	
   6.0426757510080002e+04	   6.3000001190530181e+07	   1.0000000000000000e+00	
   6.0426757523519998e+04	   6.3000001190508574e+07	   1.0000000000000000e+00	
   6.0426757536999998e+04	   6.3000001190488286e+07	   1.0000000000000000e+00	
   6.0426757550470000e+04	   6.3000001190468311e+07	   1.0000000000000000e+00	
   6.0426757563929998e+04	   6.3000001190484509e+07	   1.0000000000000000e+00	
   6.0426757577379998e+04	   6.3000001190481864e+07	   1.0000000000000000e+00	
   6.0426757590829999e+04	   6.3000001190498032e+07	   1.0000000000000000e+00	
   6.0426757604300001e+04	   6.3000001190509647e+07	   1.0000000000000000e+00	
   6.0426757617759999e+04	   6.3000001190501995e+07	   1.0000000000000000e+00	
   6.0426757631209999e+04	   6.3000001190493375e+07	   1.0000000000000000e+00	
   6.0426757644680001e+04	   6.3000001190507978e+07	   1.0000000000000000e+00	
   6.0426757658139999e+04	   6.3000001190538436e+07	   1.0000000000000000e+00	
   6.0426757671599997e+04	   6.3000001190580070e+07	   1.0000000000000000e+00	
   6.0426757685040000e+04	   6.3000001190627433e+07	   1.0000000000000000e+00	
   6.0426757698519999e+04	   6.3000001190671816e+07	   1.0000000000000000e+00	
   6.0426757711970000e+04	   6.3000001190696470e+07	   1.0000000000000000e+00	
   6.0426757725440002e+04	   6.3000001190731004e+07	   1.0000000000000000e+00	
   6.0426757738900000e+04	   6.3000001190753572e+07	   1.0000000000000000e+00	
   6.0426757752359998e+04	   6.3000001190757431e+07	   1.0000000000000000e+00	
   6.0426757765820003e+04	   6.3000001190720707e+07	   1.0000000000000000e+00	
   6.0426757779270003e+04	   6.3000001190641008e+07	   1.0000000000000000e+00	
   6.0426757792730001e+04	   6.3000001190581851e+07	   1.0000000000000000e+00	
   6.0426757806189999e+04	   6.3000001190543257e+07	   1.0000000000000000e+00	
   6.0426757819650004e+04	   6.3000001190539345e+07	   1.0000000000000000e+00	
   6.0426757833119998e+04	   6.3000001190572642e+07	   1.0000000000000000e+00	
   6.0426757846580003e+04	   6.3000001190577783e+07	   1.0000000000000000e+00	
   6.0426757860029997e+04	   6.3000001190585911e+07	   1.0000000000000000e+00	
   6.0426757873490002e+04	   6.3000001190596163e+07	   1.0000000000000000e+00	
   6.0426757886970001e+04	   6.3000001190588154e+07	   1.0000000000000000e+00	
   6.0426757900420002e+04	   6.3000001190614410e+07	   1.0000000000000000e+00	
   6.0426757913870002e+04	   6.3000001190650873e+07	   1.0000000000000000e+00	
   6.0426757927339997e+04	   6.3000001190681539e+07	   1.0000000000000000e+00	
   6.0426757940780000e+04	   6.3000001190717809e+07	   1.0000000000000000e+00	
   6.0426757954250003e+04	   6.3000001190754838e+07	   1.0000000000000000e+00	
   6.0426757967710000e+04	   6.3000001190776698e+07	   1.0000000000000000e+00	
   6.0426757981169998e+04	   6.3000001190763839e+07	   1.0000000000000000e+00	
   6.0426757994630003e+04	   6.3000001190710708e+07	   1.0000000000000000e+00	
   6.0426758008080003e+04	   6.3000001190677918e+07	   1.0000000000000000e+00	
   6.0426758021549998e+04	   6.3000001190661132e+07	   1.0000000000000000e+00	
   6.0426758035010003e+04	   6.3000001190648727e+07	   1.0000000000000000e+00	
   6.0426758048470001e+04	   6.3000001190659851e+07	   1.0000000000000000e+00	
   6.0426758061929999e+04	   6.3000001190648019e+07	   1.0000000000000000e+00	
   6.0426758075389997e+04	   6.3000001190629944e+07	   1.0000000000000000e+00	
   6.0426758088859999e+04	   6.3000001190636724e+07	   1.0000000000000000e+00	
   6.0426758102309999e+04	   6.3000001190632358e+07	   1.0000000000000000e+00	
   6.0426758115760000e+04	   6.3000001190644674e+07	   1.0000000000000000e+00	
   6.0426758129230002e+04	   6.3000001190642372e+07	   1.0000000000000000e+00	
   6.0426758142690000e+04	   6.3000001190641157e+07	   1.0000000000000000e+00	
   6.0426758156140000e+04	   6.3000001190632269e+07	   1.0000000000000000e+00	
   6.0426758169610002e+04	   6.3000001190604404e+07	   1.0000000000000000e+00	
   6.0426758183070000e+04	   6.3000001190562695e+07	   1.0000000000000000e+00	
   6.0426758196529998e+04	   6.3000001190543145e+07	   1.0000000000000000e+00	
   6.0426758209979998e+04	   6.3000001190528929e+07	   1.0000000000000000e+00	
   6.0426758223450001e+04	   6.3000001190760113e+07	   1.0000000000000000e+00	
   6.0426758236909998e+04	   6.3000001190738440e+07	   1.0000000000000000e+00	
   6.0426758250370003e+04	   6.3000001190753601e+07	   1.0000000000000000e+00	
   6.0426758263819997e+04	   6.3000001190817378e+07	   1.0000000000000000e+00	
   6.0426758277280001e+04	   6.3000001190859035e+07	   1.0000000000000000e+00	
   6.0426758290749996e+04	   6.3000001190889530e+07	   1.0000000000000000e+00	
   6.0426758304199997e+04	   6.3000001190905623e+07	   1.0000000000000000e+00	
   6.0426758317660002e+04	   6.3000001190896846e+07	   1.0000000000000000e+00	
   6.0426758331129997e+04	   6.3000001190892026e+07	   1.0000000000000000e+00	
   6.0426758344590002e+04	   6.3000001190885529e+07	   1.0000000000000000e+00	
   6.0426758358050000e+04	   6.3000001190864332e+07	   1.0000000000000000e+00	
   6.0426758371509997e+04	   6.3000001190838709e+07	   1.0000000000000000e+00	
   6.0426758384950001e+04	   6.3000001190816686e+07	   1.0000000000000000e+00	
   6.0426758398430000e+04	   6.3000001190793678e+07	   1.0000000000000000e+00	
   6.0426758411870003e+04	   6.3000001190805435e+07	   1.0000000000000000e+00	
   6.0426758425330001e+04	   6.3000001190842152e+07	   1.0000000000000000e+00	
   6.0426758438800003e+04	   6.3000001190864660e+07	   1.0000000000000000e+00	
   6.0426758452260001e+04	   6.3000001190865055e+07	   1.0000000000000000e+00	
   6.0426758465710001e+04	   6.3000001190866210e+07	   1.0000000000000000e+00	
   6.0426758479180004e+04	   6.3000001190859981e+07	   1.0000000000000000e+00	
   6.0426758492640001e+04	   6.3000001190850213e+07	   1.0000000000000000e+00	
   6.0426758506110004e+04	   6.3000001190834366e+07	   1.0000000000000000e+00	
   6.0426758519559997e+04	   6.3000001190831564e+07	   1.0000000000000000e+00	
   6.0426758533029999e+04	   6.3000001190837957e+07	   1.0000000000000000e+00	
   6.0426758546489997e+04	   6.3000001190829366e+07	   1.0000000000000000e+00	
   6.0426758559939997e+04	   6.3000001190800495e+07	   1.0000000000000000e+00	
   6.0426758573400002e+04	   6.3000001190790251e+07	   1.0000000000000000e+00	
   6.0426758586850003e+04	   6.3000001190796904e+07	   1.0000000000000000e+00	
   6.0426758600390000e+04	   6.3000001190803625e+07	   1.0000000000000000e+00	
   6.0426758613780003e+04	   6.3000001190820523e+07	   1.0000000000000000e+00	
   6.0426758627240000e+04	   6.3000001190832399e+07	   1.0000000000000000e+00	
   6.0426758640699998e+04	   6.3000001190833658e+07	   1.0000000000000000e+00	
   6.0426758654160003e+04	   6.3000001190834649e+07	   1.0000000000000000e+00	
   6.0426758667610004e+04	   6.3000001190842785e+07	   1.0000000000000000e+00	
   6.0426758681070001e+04	   6.3000001190840803e+07	   1.0000000000000000e+00	
   6.0426758694540003e+04	   6.3000001190822460e+07	   1.0000000000000000e+00	
   6.0426758708020003e+04	   6.3000001190799579e+07	   1.0000000000000000e+00	
   6.0426758721450002e+04	   6.3000001190764271e+07	   1.0000000000000000e+00	
   6.0426758734909999e+04	   6.3000001190745093e+07	   1.0000000000000000e+00	
   6.0426758748369997e+04	   6.3000001190764211e+07	   1.0000000000000000e+00	
   6.0426758761849997e+04	   6.3000001190773889e+07	   1.0000000000000000e+00	
   6.0426758775280003e+04	   6.3000001190780438e+07	   1.0000000000000000e+00	
   6.0426758788760002e+04	   6.3000001190788329e+07	   1.0000000000000000e+00	
   6.0426758802260003e+04	   6.3000001190819815e+07	   1.0000000000000000e+00	
   6.0426758815690002e+04	   6.3000001190857917e+07	   1.0000000000000000e+00	
   6.0426758829150000e+04	   6.3000001190909833e+07	   1.0000000000000000e+00	
   6.0426758842600000e+04	   6.3000001190932333e+07	   1.0000000000000000e+00	
   6.0426758856070002e+04	   6.3000001190924123e+07	   1.0000000000000000e+00	
   6.0426758869520003e+04	   6.3000001190926999e+07	   1.0000000000000000e+00	
   6.0426758882989998e+04	   6.3000001190948576e+07	   1.0000000000000000e+00	
   6.0426758896430001e+04	   6.3000001190942220e+07	   1.0000000000000000e+00	
   6.0426758909889999e+04	   6.3000001190900244e+07	   1.0000000000000000e+00	
   6.0426758923349997e+04	   6.3000001190893941e+07	   1.0000000000000000e+00	
   6.0426758936810002e+04	   6.3000001190910980e+07	   1.0000000000000000e+00	
   6.0426758950269999e+04	   6.3000001190912411e+07	   1.0000000000000000e+00	
   6.0426758963720000e+04	   6.3000001190919682e+07	   1.0000000000000000e+00	
   6.0426758977179998e+04	   6.3000001190912679e+07	   1.0000000000000000e+00	
   6.0426758990650000e+04	   6.3000001190918215e+07	   1.0000000000000000e+00	
   6.0426759004109997e+04	   6.3000001190929167e+07	   1.0000000000000000e+00	
   6.0426759017589997e+04	   6.3000001190895513e+07	   1.0000000000000000e+00	
   6.0426759031020003e+04	   6.3000001190874763e+07	   1.0000000000000000e+00	
   6.0426759044480001e+04	   6.3000001190815113e+07	   1.0000000000000000e+00	
   6.0426759057939998e+04	   6.3000001190780483e+07	   1.0000000000000000e+00	
   6.0426759071410001e+04	   6.3000001190788843e+07	   1.0000000000000000e+00	
   6.0426759084869998e+04	   6.3000001190743573e+07	   1.0000000000000000e+00	
   6.0426759098330003e+04	   6.3000001190704040e+07	   1.0000000000000000e+00	
   6.0426759111790001e+04	   6.3000001190686442e+07	   1.0000000000000000e+00	
   6.0426759125240002e+04	   6.3000001190682746e+07	   1.0000000000000000e+00	
   6.0426759138709996e+04	   6.3000001190675400e+07	   1.0000000000000000e+00	
   6.0426759152159997e+04	   6.3000001190684445e+07	   1.0000000000000000e+00	
   6.0426759165640004e+04	   6.3000001190686695e+07	   1.0000000000000000e+00	
   6.0426759179089997e+04	   6.3000001190736383e+07	   1.0000000000000000e+00	
   6.0426759192539997e+04	   6.3000001190766260e+07	   1.0000000000000000e+00	
   6.0426759206000002e+04	   6.3000001190795653e+07	   1.0000000000000000e+00	
   6.0426759219460000e+04	   6.3000001190803975e+07	   1.0000000000000000e+00	
   6.0426759232910001e+04	   6.3000001190819405e+07	   1.0000000000000000e+00	
   6.0426759246380003e+04	   6.3000001190832838e+07	   1.0000000000000000e+00	
   6.0426759259840001e+04	   6.3000001190856270e+07	   1.0000000000000000e+00	
   6.0426759273299998e+04	   6.3000001190868273e+07	   1.0000000000000000e+00	
   6.0426759286779998e+04	   6.3000001190882519e+07	   1.0000000000000000e+00	
   6.0426759300209997e+04	   6.3000001190882079e+07	   1.0000000000000000e+00	
   6.0426759313679999e+04	   6.3000001190865509e+07	   1.0000000000000000e+00	
   6.0426759327150001e+04	   6.3000001190856427e+07	   1.0000000000000000e+00	
   6.0426759340600001e+04	   6.3000001190849125e+07	   1.0000000000000000e+00	
   6.0426759354050002e+04	   6.3000001190846361e+07	   1.0000000000000000e+00	
   6.0426759367519997e+04	   6.3000001190832384e+07	   1.0000000000000000e+00	
   6.0426759380980002e+04	   6.3000001190836690e+07	   1.0000000000000000e+00	
   6.0426759394440000e+04	   6.3000001190856241e+07	   1.0000000000000000e+00	
   6.0426759407899997e+04	   6.3000001190864079e+07	   1.0000000000000000e+00	
   6.0426759421369999e+04	   6.3000001190855041e+07	   1.0000000000000000e+00	
   6.0426759434820000e+04	   6.3000001191095822e+07	   1.0000000000000000e+00	
   6.0426759448279998e+04	   6.3000001191092819e+07	   1.0000000000000000e+00	
   6.0426759461740003e+04	   6.3000001191095859e+07	   1.0000000000000000e+00	
   6.0426759475200000e+04	   6.3000001191094466e+07	   1.0000000000000000e+00	
   6.0426759488819996e+04	   6.3000001191114582e+07	   1.0000000000000000e+00	
   6.0426759502109999e+04	   6.3000001191167206e+07	   1.0000000000000000e+00	
   6.0426759515569996e+04	   6.3000001191199981e+07	   1.0000000000000000e+00	
   6.0426759529030001e+04	   6.3000001191223785e+07	   1.0000000000000000e+00	
   6.0426759542489999e+04	   6.3000001191218585e+07	   1.0000000000000000e+00	
   6.0426759555949997e+04	   6.3000001191189177e+07	   1.0000000000000000e+00	
   6.0426759569419999e+04	   6.3000001191188410e+07	   1.0000000000000000e+00	
   6.0426759582879997e+04	   6.3000001191203520e+07	   1.0000000000000000e+00	
   6.0426759596340002e+04	   6.3000001191199034e+07	   1.0000000000000000e+00	
   6.0426759609820001e+04	   6.3000001191174731e+07	   1.0000000000000000e+00	
   6.0426759623270002e+04	   6.3000001191164792e+07	   1.0000000000000000e+00	
   6.0426759636729999e+04	   6.3000001191158235e+07	   1.0000000000000000e+00	
   6.0426759650189997e+04	   6.3000001191158980e+07	   1.0000000000000000e+00	
   6.0426759663630000e+04	   6.3000001191140629e+07	   1.0000000000000000e+00	
   6.0426759677089998e+04	   6.3000001191125512e+07	   1.0000000000000000e+00	
   6.0426759690560000e+04	   6.3000001191102773e+07	   1.0000000000000000e+00	
   6.0426759704010001e+04	   6.3000001191098489e+07	   1.0000000000000000e+00	
   6.0426759717469999e+04	   6.3000001191093311e+07	   1.0000000000000000e+00	
   6.0426759730930004e+04	   6.3000001191079520e+07	   1.0000000000000000e+00	
   6.0426759744399998e+04	   6.3000001191039667e+07	   1.0000000000000000e+00	
   6.0426759757860003e+04	   6.3000001191007547e+07	   1.0000000000000000e+00	
   6.0426759771320001e+04	   6.3000001190979116e+07	   1.0000000000000000e+00	
   6.0426759784779999e+04	   6.3000001190957874e+07	   1.0000000000000000e+00	
   6.0426759798239997e+04	   6.3000001190946221e+07	   1.0000000000000000e+00	
   6.0426759811680000e+04	   6.3000001190965764e+07	   1.0000000000000000e+00	
   6.0426759825150002e+04	   6.3000001191003352e+07	   1.0000000000000000e+00	
   6.0426759838610000e+04	   6.3000001191035338e+07	   1.0000000000000000e+00	
   6.0426759852060000e+04	   6.3000001191050589e+07	   1.0000000000000000e+00	
   6.0426759865530003e+04	   6.3000001191070750e+07	   1.0000000000000000e+00	
   6.0426759878980003e+04	   6.3000001191067792e+07	   1.0000000000000000e+00	
   6.0426759892449998e+04	   6.3000001191072911e+07	   1.0000000000000000e+00	
   6.0426759905910003e+04	   6.3000001191068269e+07	   1.0000000000000000e+00	
   6.0426759919379998e+04	   6.3000001191061281e+07	   1.0000000000000000e+00	
   6.0426759932829998e+04	   6.3000001191034853e+07	   1.0000000000000000e+00	
   6.0426759946300001e+04	   6.3000001191016905e+07	   1.0000000000000000e+00	
   6.0426759959750001e+04	   6.3000001191012315e+07	   1.0000000000000000e+00	
   6.0426759973200002e+04	   6.3000001191006660e+07	   1.0000000000000000e+00	
   6.0426759986659999e+04	   6.3000001191010214e+07	   1.0000000000000000e+00	
   6.0426760000119997e+04	   6.3000001191009760e+07	   1.0000000000000000e+00	
   6.0426760013580002e+04	   6.3000001191014700e+07	   1.0000000000000000e+00	
   6.0426760027060001e+04	   6.3000001191036589e+07	   1.0000000000000000e+00	
   6.0426760040510002e+04	   6.3000001191083714e+07	   1.0000000000000000e+00	
   6.0426760053960003e+04	   6.3000001191129841e+07	   1.0000000000000000e+00	
   6.0426760067420000e+04	   6.3000001191165365e+07	   1.0000000000000000e+00	
   6.0426760080890002e+04	   6.3000001191184245e+07	   1.0000000000000000e+00	
   6.0426760094350000e+04	   6.3000001191201858e+07	   1.0000000000000000e+00	
   6.0426760107800001e+04	   6.3000001191220269e+07	   1.0000000000000000e+00	
   6.0426760121259998e+04	   6.3000001191237405e+07	   1.0000000000000000e+00	
   6.0426760134720003e+04	   6.3000001191221759e+07	   1.0000000000000000e+00	
   6.0426760148180001e+04	   6.3000001191211805e+07	   1.0000000000000000e+00	
   6.0426760161639999e+04	   6.3000001191156544e+07	   1.0000000000000000e+00	
   6.0426760175099997e+04	   6.3000001191092461e+07	   1.0000000000000000e+00	
   6.0426760188560002e+04	   6.3000001191055074e+07	   1.0000000000000000e+00	
   6.0426760202019999e+04	   6.3000001191024676e+07	   1.0000000000000000e+00	
   6.0426760215479997e+04	   6.3000001191017710e+07	   1.0000000000000000e+00	
   6.0426760228949999e+04	   6.3000001191014819e+07	   1.0000000000000000e+00	
   6.0426760242409997e+04	   6.3000001191059284e+07	   1.0000000000000000e+00	
   6.0426760255870002e+04	   6.3000001191150732e+07	   1.0000000000000000e+00	
   6.0426760269309998e+04	   6.3000001191240266e+07	   1.0000000000000000e+00	
   6.0426760282780000e+04	   6.3000001191299342e+07	   1.0000000000000000e+00	
   6.0426760296239998e+04	   6.3000001191306800e+07	   1.0000000000000000e+00	
   6.0426760309700003e+04	   6.3000001191269606e+07	   0.0000000000000000e+00	
   6.0426760323160001e+04	   6.3000001191234216e+07	   0.0000000000000000e+00	
   6.0426760336630003e+04	   6.3000001191227645e+07	   0.0000000000000000e+00	
   6.0426760350080003e+04	   6.3000001191206157e+07	   0.0000000000000000e+00	
   6.0426760363540001e+04	   6.3000001191151015e+07	   0.0000000000000000e+00	
   6.0426760377010003e+04	   6.3000001191096403e+07	   0.0000000000000000e+00	
   6.0426760390470001e+04	   6.3000001191077486e+07	   0.0000000000000000e+00	
   6.0426760403940003e+04	   6.3000001191044740e+07	   0.0000000000000000e+00	
   6.0426760417390004e+04	   6.3000001191024296e+07	   0.0000000000000000e+00	
   6.0426760430850001e+04	   6.3000001191006131e+07	   0.0000000000000000e+00	
   6.0426760444300002e+04	   6.3000001191011965e+07	   0.0000000000000000e+00	
   6.0426760457750002e+04	   6.3000001191021822e+07	   0.0000000000000000e+00	
   6.0426760471219997e+04	   6.3000001191053070e+07	   0.0000000000000000e+00	
   6.0426760484680002e+04	   6.3000001191075459e+07	   0.0000000000000000e+00	
