#Frequency shifts file for ErYb measurement of Al+ frequency
#  Data recorded on 04-26-2024, analyzed on 04-26-2024.
#
#  All shifts are in Hz as referenced to the Al+ resonance near 267.4 nm.
#
#  To calculate the clock frequency use: f_atom = (M/N)*f_comb + f_shift.
#    - Here, M = 4, N = 1, f_comb is the frequency measured at the comb and f_shift is given in the data columns.
#    - Frequencies are not corrected for maser offsets.
#    - Data taken using maser ST008 to reference all synthesizers.
#
#  Static shifts are compiled in static_shifts_MgAl.m for reference.
#
#  First 120 seconds and last 60 seconds of lock times removed.
#
#  Gravitational redshift of the atoms with respect to geodetic marker 1H116 included.
#
#  Total lock duration: 17040.856 s
#
#  2nd-order Zeeman shifts calculated based on real-time B-field calibration.
#  - Delta_ZS2 = -0.7365+/-0.00025 Hz
#
t_mjd	f_shift[Hz]	IS_GOOD
60426.9028234	204500000.589304	1
60426.9028793	204500000.589261	1
60426.9029439	204500000.589293	1
60426.9030026	204500000.589246	1
60426.9030592	204500000.589233	1
60426.9031188	204500000.589309	1
60426.9031875	204500000.589325	1
60426.9032450	204500000.589348	1
60426.9033034	204500000.589373	1
60426.9033591	204500000.589285	1
60426.9034157	204500000.589320	1
60426.9034727	204500000.589272	1
60426.9035446	204500000.589306	1
60426.9036008	204500000.589401	1
60426.9036592	204500000.589384	1
60426.9037150	204500000.589357	1
60426.9037708	204500000.589388	1
60426.9038263	204500000.589438	1
60426.9038833	204500000.589415	1
60426.9039408	204500000.589343	1
60426.9039971	204500000.589338	1
60426.9040537	204500000.589328	1
60426.9041082	204500000.589321	1
60426.9041670	204500000.589294	1
60426.9042258	204500000.589290	1
60426.9042832	204500000.589318	1
60426.9043542	204500000.589354	1
60426.9044131	204500000.589301	1
60426.9044746	204500000.589313	1
60426.9045308	204500000.589291	1
60426.9045867	204500000.589310	1
60426.9046496	204500000.589264	1
60426.9047053	204500000.589302	1
60426.9047664	204500000.589300	1
60426.9048312	204500000.589270	1
60426.9048900	204500000.589269	1
60426.9049515	204500000.589345	1
60426.9050102	204500000.589373	1
60426.9050717	204500000.589361	1
60426.9051283	204500000.589306	1
60426.9051826	204500000.589323	1
60426.9052506	204500000.589348	1
60426.9053163	204500000.589321	1
60426.9053738	204500000.589311	1
60426.9054520	204500000.589277	1
60426.9055105	204500000.589285	1
60426.9055651	204500000.589335	1
60426.9056203	204500000.589292	1
60426.9056770	204500000.589280	1
60426.9057338	204500000.589331	1
60426.9057892	204500000.589340	1
60426.9058446	204500000.589416	1
60426.9059036	204500000.589419	1
60426.9059718	204500000.589421	1
60426.9060304	204500000.589364	1
60426.9060876	204500000.589359	1
60426.9061423	204500000.589325	1
60426.9061991	204500000.589367	1
60426.9062534	204500000.589372	1
60426.9063076	204500000.589357	1
60426.9063668	204500000.589343	1
60426.9064205	204500000.589281	1
60426.9064723	204500000.589220	1
60426.9065290	204500000.589207	1
60426.9066125	204500000.589277	1
60426.9067052	204500000.589309	1
60426.9067612	204500000.589251	1
60426.9068140	204500000.589258	1
60426.9068667	204500000.589266	1
60426.9069233	204500000.589251	1
60426.9069776	204500000.589261	1
60426.9070345	204500000.589243	1
60426.9070967	204500000.589269	1
60426.9071539	204500000.589284	1
60426.9072112	204500000.589339	1
60426.9072705	204500000.589349	1
60426.9073302	204500000.589323	1
60426.9073885	204500000.589331	1
60426.9074547	204500000.589334	1
60426.9075218	204500000.589339	1
60426.9075828	204500000.589377	1
60426.9076424	204500000.589374	1
60426.9077012	204500000.589360	1
60426.9077626	204500000.589332	1
60426.9078191	204500000.589303	1
60426.9078767	204500000.589340	1
60426.9079327	204500000.589353	1
60426.9079952	204500000.589370	1
60426.9080481	204500000.589357	1
60426.9081008	204500000.589296	1
60426.9081553	204500000.589303	1
60426.9082222	204500000.589341	1
60426.9082794	204500000.589338	1
60426.9083424	204500000.589394	1
60426.9083984	204500000.589448	1
60426.9084577	204500000.589410	1
60426.9085130	204500000.589398	1
60426.9085711	204500000.589389	1
60426.9086354	204500000.589422	1
60426.9086959	204500000.589392	1
60426.9087528	204500000.589354	1
60426.9088074	204500000.589371	1
60426.9088717	204500000.589367	1
60426.9089349	204500000.589342	1
60426.9090046	204500000.589364	1
60426.9090647	204500000.589357	1
60426.9091195	204500000.589291	1
60426.9091757	204500000.589249	1
60426.9092373	204500000.589251	1
60426.9092946	204500000.589319	1
60426.9093484	204500000.589336	1
60426.9094125	204500000.589328	1
60426.9094719	204500000.589314	1
60426.9095311	204500000.589330	1
60426.9095882	204500000.589318	1
60426.9096469	204500000.589298	1
60426.9097002	204500000.589305	1
60426.9097567	204500000.589303	1
60426.9098114	204500000.589384	1
60426.9098770	204500000.589335	1
60426.9099320	204500000.589336	1
60426.9099889	204500000.589328	1
60426.9100467	204500000.589343	1
60426.9101055	204500000.589285	1
60426.9101646	204500000.589321	1
60426.9102316	204500000.589353	1
60426.9102893	204500000.589383	1
60426.9103494	204500000.589360	1
60426.9104094	204500000.589380	1
60426.9104671	204500000.589421	1
60426.9105231	204500000.589426	1
60426.9105929	204500000.589426	1
60426.9106506	204500000.589372	1
60426.9107143	204500000.589379	1
60426.9107793	204500000.589319	1
60426.9108343	204500000.589334	1
60426.9108883	204500000.589345	1
60426.9109485	204500000.589310	1
60426.9110116	204500000.589288	1
60426.9110708	204500000.589337	1
60426.9111265	204500000.589287	1
60426.9111822	204500000.589279	1
60426.9112402	204500000.589239	1
60426.9112962	204500000.589186	1
60426.9113558	204500000.589209	1
60426.9114150	204500000.589187	1
60426.9114783	204500000.589187	1
60426.9115405	204500000.589177	1
60426.9115930	204500000.589202	1
60426.9116498	204500000.589196	1
60426.9117170	204500000.589233	1
60426.9117823	204500000.589247	1
60426.9118351	204500000.589209	1
60426.9119021	204500000.589267	1
60426.9119597	204500000.589293	1
60426.9120142	204500000.589336	1
60426.9120713	204500000.589333	1
60426.9121318	204500000.589306	1
60426.9122009	204500000.589307	1
60426.9122565	204500000.589279	1
60426.9123211	204500000.589267	1
60426.9123763	204500000.589270	1
60426.9124423	204500000.589279	1
60426.9124975	204500000.589351	1
60426.9125509	204500000.589381	1
60426.9126068	204500000.589348	1
60426.9126634	204500000.589353	1
60426.9127205	204500000.589303	0
60426.9127809	204500000.589313	0
60426.9128391	204500000.589355	0
60426.9128955	204500000.589334	0
60426.9129524	204500000.589333	0
60426.9130095	204500000.589318	0
60426.9130722	204500000.589324	0
60426.9131427	204500000.589392	0
60426.9132101	204500000.589414	0
60426.9132706	204500000.589438	0
60426.9133264	204500000.589428	0
60426.9133811	204500000.589393	0
