#Frequency shifts file for ErYb measurement of Al+ frequency
#  Data recorded on 04-26-2024, analyzed on 04-26-2024.
#
#  All shifts are in Hz as referenced to the Al+ resonance near 267.4 nm.
#
#  To calculate the clock frequency use: f_atom = (M/N)*f_comb + f_shift.
#    - Here, M = 4, N = 1, f_comb is the frequency measured at the comb and f_shift is given in the data columns.
#    - Frequencies are not corrected for maser offsets.
#    - Data taken using maser ST008 to reference all synthesizers.
#
#  Static shifts are compiled in static_shifts_MgAl.m for reference.
#
#  First 120 seconds and last 60 seconds of lock times removed.
#
#  Gravitational redshift of the atoms with respect to geodetic marker 1H116 included.
#
#  Total lock duration: 17040.856 s
#
#  2nd-order Zeeman shifts calculated based on real-time B-field calibration.
#  - Delta_ZS2 = -0.7365+/-0.00025 Hz
#
t_mjd	f_shift[Hz]	IS_GOOD
60426.7991512	204500000.589379	1
60426.7992090	204500000.589360	1
60426.7992665	204500000.589334	1
60426.7993223	204500000.589353	1
60426.7993805	204500000.589360	1
60426.7994396	204500000.589343	1
60426.7994951	204500000.589337	1
60426.7995589	204500000.589351	1
60426.7996125	204500000.589366	1
60426.7996727	204500000.589423	1
60426.7997326	204500000.589383	1
60426.7997915	204500000.589370	1
60426.7998491	204500000.589323	1
60426.7999049	204500000.589308	1
60426.7999588	204500000.589346	1
60426.8000135	204500000.589376	1
60426.8000738	204500000.589390	1
60426.8001363	204500000.589381	1
60426.8001948	204500000.589330	1
60426.8002523	204500000.589276	1
60426.8003152	204500000.589340	1
60426.8003721	204500000.589344	1
60426.8004381	204500000.589308	1
60426.8005062	204500000.589288	1
60426.8005795	204500000.589310	1
60426.8006415	204500000.589325	1
60426.8006945	204500000.589333	1
60426.8007482	204500000.589378	1
60426.8008077	204500000.589361	1
60426.8008640	204500000.589399	1
60426.8009200	204500000.589431	1
60426.8009741	204500000.589446	1
60426.8010324	204500000.589423	1
60426.8010908	204500000.589447	1
60426.8011450	204500000.589445	1
60426.8012007	204500000.589435	1
60426.8012558	204500000.589428	1
60426.8013112	204500000.589430	1
60426.8013701	204500000.589392	1
60426.8014247	204500000.589347	1
60426.8014863	204500000.589379	1
60426.8015438	204500000.589366	1
60426.8016016	204500000.589360	1
60426.8016620	204500000.589367	1
60426.8017168	204500000.589364	1
60426.8017857	204500000.589348	1
60426.8018456	204500000.589347	1
60426.8019059	204500000.589366	1
60426.8019643	204500000.589360	1
60426.8020199	204500000.589394	1
60426.8020750	204500000.589428	1
60426.8021294	204500000.589396	1
60426.8021863	204500000.589408	1
60426.8022435	204500000.589393	1
60426.8023012	204500000.589380	1
60426.8023561	204500000.589375	1
60426.8024121	204500000.589380	1
60426.8024777	204500000.589387	1
60426.8025400	204500000.589394	1
60426.8026021	204500000.589420	1
60426.8026575	204500000.589411	1
60426.8027117	204500000.589449	1
60426.8027784	204500000.589472	1
60426.8028327	204500000.589447	1
60426.8028914	204500000.589434	1
60426.8029488	204500000.589467	1
60426.8030081	204500000.589444	1
60426.8030645	204500000.589426	1
60426.8031203	204500000.589380	1
60426.8031836	204500000.589350	1
60426.8032483	204500000.589378	1
60426.8033085	204500000.589364	1
60426.8033673	204500000.589357	1
60426.8034336	204500000.589428	1
60426.8034977	204500000.589400	1
60426.8035525	204500000.589348	1
60426.8036069	204500000.589408	1
60426.8036641	204500000.589452	1
60426.8037297	204500000.589393	1
60426.8037864	204500000.589425	1
60426.8038539	204500000.589485	1
60426.8039193	204500000.589504	1
60426.8039725	204500000.589560	1
60426.8040299	204500000.589545	1
60426.8040902	204500000.589505	1
60426.8041557	204500000.589487	1
60426.8042207	204500000.589508	1
60426.8042782	204500000.589508	1
60426.8043515	204500000.589516	1
60426.8044176	204500000.589544	1
60426.8044809	204500000.589522	1
60426.8045378	204500000.589520	1
60426.8045965	204500000.589509	1
60426.8046517	204500000.589457	1
60426.8047102	204500000.589492	1
60426.8047676	204500000.589455	1
60426.8048253	204500000.589445	1
60426.8048867	204500000.589476	1
60426.8049477	204500000.589444	1
60426.8050092	204500000.589427	1
60426.8050669	204500000.589485	1
60426.8051230	204500000.589507	1
60426.8051796	204500000.589545	1
60426.8052450	204500000.589529	1
60426.8053023	204500000.589502	1
60426.8053641	204500000.589468	1
60426.8054260	204500000.589420	1
60426.8054813	204500000.589434	1
60426.8055484	204500000.589410	1
60426.8056042	204500000.589424	1
60426.8056608	204500000.589434	1
60426.8057158	204500000.589421	1
60426.8057720	204500000.589480	1
60426.8058360	204500000.589522	1
60426.8059011	204500000.589517	1
60426.8059558	204500000.589499	1
60426.8060146	204500000.589505	1
60426.8060801	204500000.589438	1
60426.8061336	204500000.589418	1
60426.8061878	204500000.589448	1
60426.8062457	204500000.589516	1
60426.8063028	204500000.589501	1
60426.8063592	204500000.589462	1
60426.8064157	204500000.589463	1
60426.8064699	204500000.589464	1
60426.8065282	204500000.589447	1
60426.8065851	204500000.589474	1
60426.8066448	204500000.589458	1
60426.8067047	204500000.589463	1
60426.8067596	204500000.589400	1
60426.8068156	204500000.589410	1
60426.8068710	204500000.589416	1
60426.8069270	204500000.589374	1
60426.8069813	204500000.589438	1
60426.8070399	204500000.589484	1
60426.8070949	204500000.589534	1
60426.8071517	204500000.589489	1
60426.8072145	204500000.589457	1
60426.8072742	204500000.589392	1
60426.8073295	204500000.589370	1
60426.8073925	204500000.589415	1
60426.8074504	204500000.589431	1
60426.8075038	204500000.589419	1
60426.8075567	204500000.589419	1
60426.8076121	204500000.589396	1
60426.8076718	204500000.589414	1
60426.8077328	204500000.589375	1
60426.8077926	204500000.589333	1
60426.8078631	204500000.589320	1
60426.8079227	204500000.589323	1
60426.8079765	204500000.589348	1
60426.8080356	204500000.589323	1
60426.8080930	204500000.589325	1
60426.8081480	204500000.589289	1
60426.8082058	204500000.589305	1
60426.8082705	204500000.589323	1
60426.8083298	204500000.589367	1
60426.8084107	204500000.589398	1
60426.8084793	204500000.589376	1
60426.8085474	204500000.589372	1
60426.8086011	204500000.589395	1
60426.8086576	204500000.589377	1
60426.8087143	204500000.589363	1
60426.8087675	204500000.589332	1
60426.8088243	204500000.589355	1
60426.8088805	204500000.589335	1
60426.8089358	204500000.589334	1
60426.8089952	204500000.589305	1
60426.8090600	204500000.589329	1
60426.8091153	204500000.589288	1
60426.8091742	204500000.589338	1
60426.8092306	204500000.589339	1
60426.8092873	204500000.589377	1
60426.8093431	204500000.589392	1
60426.8093978	204500000.589354	1
60426.8094637	204500000.589333	1
60426.8095179	204500000.589380	1
60426.8095751	204500000.589401	1
60426.8096292	204500000.589384	1
60426.8096836	204500000.589415	1
60426.8097417	204500000.589418	1
60426.8098032	204500000.589456	1
60426.8098713	204500000.589462	1
60426.8099275	204500000.589445	1
60426.8099880	204500000.589444	1
60426.8100446	204500000.589501	1
60426.8100991	204500000.589463	1
60426.8101576	204500000.589493	1
60426.8102210	204500000.589470	1
60426.8102765	204500000.589474	1
60426.8103304	204500000.589431	1
60426.8103880	204500000.589401	1
60426.8104495	204500000.589375	1
60426.8105074	204500000.589362	1
60426.8105665	204500000.589336	1
60426.8106200	204500000.589362	1
60426.8106734	204500000.589384	1
60426.8107267	204500000.589316	1
60426.8107817	204500000.589271	1
60426.8108349	204500000.589309	1
60426.8108939	204500000.589355	1
60426.8109559	204500000.589419	1
60426.8110107	204500000.589468	1
60426.8110651	204500000.589423	1
60426.8111209	204500000.589400	1
60426.8111800	204500000.589430	1
60426.8112435	204500000.589408	1
60426.8113004	204500000.589379	1
60426.8113584	204500000.589388	1
60426.8114173	204500000.589413	1
60426.8114741	204500000.589369	1
60426.8115411	204500000.589378	1
60426.8116321	204500000.589378	1
60426.8117040	204500000.589409	1
60426.8117615	204500000.589437	1
60426.8118311	204500000.589453	1
60426.8118925	204500000.589412	1
60426.8119570	204500000.589441	1
60426.8120262	204500000.589430	1
60426.8120881	204500000.589424	1
60426.8121475	204500000.589404	1
60426.8122022	204500000.589420	1
60426.8122560	204500000.589344	1
60426.8123107	204500000.589298	1
60426.8123716	204500000.589283	1
60426.8124342	204500000.589332	1
60426.8124938	204500000.589309	1
60426.8125524	204500000.589342	1
60426.8126093	204500000.589379	1
60426.8126716	204500000.589364	1
60426.8127346	204500000.589354	1
60426.8127872	204500000.589354	1
60426.8128459	204500000.589369	1
60426.8129026	204500000.589400	1
60426.8129578	204500000.589422	1
60426.8130117	204500000.589452	1
60426.8130685	204500000.589470	1
60426.8131284	204500000.589543	1
60426.8131901	204500000.589567	1
60426.8132503	204500000.589566	1
60426.8133157	204500000.589504	1
60426.8133744	204500000.589518	1
60426.8134308	204500000.589488	1
60426.8134862	204500000.589498	1
60426.8135480	204500000.589499	1
60426.8136064	204500000.589543	1
60426.8136863	204500000.589558	1
60426.8137468	204500000.589574	1
60426.8138112	204500000.589571	1
60426.8138677	204500000.589588	1
60426.8139271	204500000.589561	1
60426.8139857	204500000.589562	1
60426.8140438	204500000.589507	1
60426.8141003	204500000.589406	1
60426.8141544	204500000.589401	1
60426.8142064	204500000.589378	1
60426.8142657	204500000.589415	1
60426.8143267	204500000.589380	1
60426.8143829	204500000.589400	1
60426.8144378	204500000.589408	1
60426.8144994	204500000.589371	1
60426.8145637	204500000.589423	1
60426.8146240	204500000.589404	1
60426.8146812	204500000.589399	1
60426.8147395	204500000.589381	1
60426.8147978	204500000.589419	1
60426.8148589	204500000.589461	1
60426.8149296	204500000.589463	1
60426.8149939	204500000.589470	1
60426.8150576	204500000.589484	1
60426.8151201	204500000.589491	1
60426.8151785	204500000.589474	1
60426.8152409	204500000.589438	1
60426.8153015	204500000.589450	1
60426.8153596	204500000.589470	1
60426.8154190	204500000.589461	1
60426.8154878	204500000.589441	1
60426.8155507	204500000.589429	1
60426.8156094	204500000.589409	1
60426.8156686	204500000.589436	1
60426.8157241	204500000.589405	1
60426.8157865	204500000.589362	1
60426.8158460	204500000.589419	1
60426.8159044	204500000.589334	1
60426.8159634	204500000.589336	1
60426.8160235	204500000.589381	1
60426.8160792	204500000.589410	1
60426.8161368	204500000.589426	1
60426.8161979	204500000.589425	1
60426.8162565	204500000.589400	1
60426.8163168	204500000.589393	1
60426.8163707	204500000.589402	1
60426.8164311	204500000.589369	1
60426.8164871	204500000.589314	1
60426.8165433	204500000.589306	1
60426.8166024	204500000.589363	1
60426.8166848	204500000.589375	1
60426.8167406	204500000.589380	1
60426.8168003	204500000.589371	1
60426.8168546	204500000.589363	1
60426.8169081	204500000.589317	1
60426.8169759	204500000.589344	1
60426.8170354	204500000.589348	1
60426.8170950	204500000.589300	1
60426.8171541	204500000.589277	1
60426.8172177	204500000.589289	1
60426.8172778	204500000.589344	1
60426.8173378	204500000.589365	1
60426.8173990	204500000.589376	1
60426.8174589	204500000.589353	1
60426.8175155	204500000.589381	1
60426.8175718	204500000.589406	1
60426.8176268	204500000.589428	1
60426.8176857	204500000.589498	1
60426.8177417	204500000.589445	1
60426.8177984	204500000.589445	1
60426.8178582	204500000.589443	1
60426.8179193	204500000.589440	1
60426.8179791	204500000.589488	1
60426.8180325	204500000.589433	1
60426.8180882	204500000.589456	1
60426.8181476	204500000.589483	1
60426.8182050	204500000.589519	1
60426.8182654	204500000.589561	1
60426.8183246	204500000.589520	1
60426.8183914	204500000.589541	1
60426.8184523	204500000.589562	1
60426.8185105	204500000.589530	1
60426.8185651	204500000.589561	1
60426.8186241	204500000.589537	1
60426.8186824	204500000.589550	1
60426.8187353	204500000.589545	1
60426.8187916	204500000.589568	1
60426.8188481	204500000.589561	1
60426.8189072	204500000.589535	1
60426.8189627	204500000.589517	1
60426.8190171	204500000.589562	1
60426.8190743	204500000.589527	1
60426.8191340	204500000.589543	1
60426.8191949	204500000.589595	1
60426.8192519	204500000.589581	1
60426.8193122	204500000.589553	1
60426.8193710	204500000.589591	1
60426.8194318	204500000.589598	1
60426.8194848	204500000.589588	1
60426.8195414	204500000.589542	1
60426.8195989	204500000.589542	1
60426.8196564	204500000.589557	1
60426.8197146	204500000.589511	1
60426.8197732	204500000.589486	1
60426.8198282	204500000.589464	1
60426.8198963	204500000.589470	1
60426.8199549	204500000.589403	1
60426.8200114	204500000.589407	1
60426.8200675	204500000.589414	1
60426.8201244	204500000.589429	1
60426.8201838	204500000.589455	1
60426.8202442	204500000.589439	1
60426.8203017	204500000.589472	1
60426.8203566	204500000.589464	1
60426.8204117	204500000.589533	1
60426.8204661	204500000.589479	1
60426.8205238	204500000.589558	1
60426.8205839	204500000.589634	1
60426.8206380	204500000.589662	1
60426.8206922	204500000.589646	1
60426.8207457	204500000.589639	1
60426.8207999	204500000.589661	1
60426.8208566	204500000.589674	1
60426.8209174	204500000.589621	1
60426.8209807	204500000.589576	1
60426.8210424	204500000.589576	1
60426.8210954	204500000.589600	1
60426.8211742	204500000.589626	1
60426.8212355	204500000.589572	1
60426.8212906	204500000.589513	1
60426.8213556	204500000.589512	1
60426.8214185	204500000.589489	1
60426.8214765	204500000.589447	1
60426.8215333	204500000.589432	1
60426.8215914	204500000.589418	1
60426.8216526	204500000.589502	1
60426.8217086	204500000.589473	1
60426.8217703	204500000.589497	1
60426.8218277	204500000.589486	1
60426.8218867	204500000.589458	1
60426.8219453	204500000.589442	1
60426.8220073	204500000.589451	1
60426.8220690	204500000.589392	1
60426.8221356	204500000.589371	1
60426.8221898	204500000.589437	1
60426.8222438	204500000.589414	1
60426.8222986	204500000.589437	1
60426.8223578	204500000.589479	1
60426.8224149	204500000.589510	1
60426.8224741	204500000.589488	1
60426.8225332	204500000.589448	1
60426.8225954	204500000.589447	1
60426.8226544	204500000.589471	1
60426.8227125	204500000.589443	1
60426.8227705	204500000.589468	1
60426.8228321	204500000.589442	1
60426.8228938	204500000.589458	1
60426.8229530	204500000.589475	1
60426.8230079	204500000.589476	1
60426.8230606	204500000.589498	1
60426.8231233	204500000.589463	1
60426.8231817	204500000.589470	1
60426.8232392	204500000.589424	1
60426.8232992	204500000.589408	1
60426.8233555	204500000.589411	1
60426.8234203	204500000.589378	1
60426.8234750	204500000.589416	1
60426.8235314	204500000.589423	1
60426.8235902	204500000.589469	1
60426.8236477	204500000.589403	1
60426.8237077	204500000.589429	1
60426.8237632	204500000.589401	1
60426.8238181	204500000.589408	1
60426.8238776	204500000.589461	1
60426.8239370	204500000.589423	1
60426.8239951	204500000.589432	1
60426.8240533	204500000.589437	1
60426.8241080	204500000.589467	1
60426.8241611	204500000.589496	1
60426.8242251	204500000.589491	1
60426.8242828	204500000.589486	1
60426.8243420	204500000.589527	1
60426.8244035	204500000.589517	1
60426.8244602	204500000.589480	1
60426.8245179	204500000.589463	1
60426.8245742	204500000.589473	1
60426.8246280	204500000.589488	1
60426.8246809	204500000.589480	1
60426.8247399	204500000.589524	1
60426.8247945	204500000.589528	1
60426.8248506	204500000.589502	1
60426.8249079	204500000.589452	1
60426.8249660	204500000.589386	1
60426.8250209	204500000.589349	1
60426.8250812	204500000.589415	1
60426.8251432	204500000.589453	1
60426.8252033	204500000.589441	1
60426.8252614	204500000.589428	1
60426.8253152	204500000.589425	1
60426.8253694	204500000.589435	1
60426.8254248	204500000.589475	1
60426.8254796	204500000.589498	1
60426.8255422	204500000.589520	1
60426.8256011	204500000.589536	1
60426.8256623	204500000.589553	1
60426.8257200	204500000.589557	1
60426.8257786	204500000.589600	1
60426.8258396	204500000.589572	1
60426.8258982	204500000.589575	1
60426.8259564	204500000.589585	1
60426.8260135	204500000.589595	1
60426.8260743	204500000.589606	1
60426.8261353	204500000.589603	1
60426.8261884	204500000.589576	1
60426.8262485	204500000.589555	1
60426.8263050	204500000.589533	1
60426.8263630	204500000.589543	1
60426.8264294	204500000.589552	1
60426.8264838	204500000.589577	1
60426.8265379	204500000.589532	1
60426.8265934	204500000.589555	1
60426.8266597	204500000.589519	1
60426.8267137	204500000.589541	1
60426.8267706	204500000.589477	1
60426.8268298	204500000.589459	1
60426.8268873	204500000.589478	1
60426.8269409	204500000.589516	1
60426.8269994	204500000.589546	1
60426.8270605	204500000.589506	1
60426.8271129	204500000.589431	1
60426.8271676	204500000.589454	1
60426.8272235	204500000.589487	1
60426.8272790	204500000.589485	1
60426.8273417	204500000.589506	1
60426.8273975	204500000.589469	1
60426.8274518	204500000.589461	1
60426.8275084	204500000.589461	1
60426.8275682	204500000.589484	1
60426.8276342	204500000.589532	1
60426.8276950	204500000.589514	1
60426.8277522	204500000.589500	1
60426.8278069	204500000.589506	1
60426.8278649	204500000.589491	1
60426.8279219	204500000.589476	1
60426.8279823	204500000.589530	1
60426.8280376	204500000.589598	1
60426.8280942	204500000.589568	1
60426.8281500	204500000.589578	1
60426.8282097	204500000.589506	1
60426.8282684	204500000.589565	1
60426.8283285	204500000.589596	1
60426.8283960	204500000.589563	1
60426.8284549	204500000.589538	1
60426.8285100	204500000.589557	1
60426.8285755	204500000.589565	1
60426.8286340	204500000.589551	1
60426.8286919	204500000.589540	1
60426.8287486	204500000.589538	1
60426.8288070	204500000.589508	1
60426.8288661	204500000.589564	1
60426.8289311	204500000.589503	1
60426.8289964	204500000.589465	1
60426.8290618	204500000.589456	1
60426.8291168	204500000.589460	1
60426.8291737	204500000.589444	1
60426.8292305	204500000.589424	1
60426.8292883	204500000.589444	1
60426.8293480	204500000.589490	1
60426.8294078	204500000.589506	1
60426.8294638	204500000.589461	1
60426.8295215	204500000.589461	1
60426.8295780	204500000.589452	1
60426.8296360	204500000.589425	1
60426.8296939	204500000.589358	1
60426.8297511	204500000.589363	1
60426.8298080	204500000.589340	1
60426.8298679	204500000.589376	1
60426.8299249	204500000.589364	1
60426.8299780	204500000.589387	1
60426.8300346	204500000.589381	1
60426.8300945	204500000.589396	1
60426.8301523	204500000.589446	1
60426.8302133	204500000.589468	1
60426.8302678	204500000.589469	1
60426.8303349	204500000.589423	1
60426.8303896	204500000.589459	1
60426.8304444	204500000.589422	1
60426.8305040	204500000.589403	1
60426.8305609	204500000.589391	1
60426.8306150	204500000.589478	1
60426.8306773	204500000.589510	1
60426.8307312	204500000.589504	1
60426.8307869	204500000.589504	1
60426.8308478	204500000.589515	1
60426.8309043	204500000.589481	1
60426.8309583	204500000.589471	1
60426.8310162	204500000.589461	1
60426.8310802	204500000.589414	1
60426.8311428	204500000.589390	1
60426.8311999	204500000.589381	1
60426.8312601	204500000.589459	1
60426.8313233	204500000.589478	1
60426.8313842	204500000.589471	1
60426.8314401	204500000.589452	1
60426.8314930	204500000.589456	1
60426.8315521	204500000.589460	1
60426.8316043	204500000.589395	1
60426.8316669	204500000.589433	1
60426.8317238	204500000.589433	1
60426.8317773	204500000.589464	1
60426.8318367	204500000.589458	1
60426.8318935	204500000.589438	1
60426.8319484	204500000.589413	1
60426.8320058	204500000.589359	1
60426.8320620	204500000.589345	1
60426.8321156	204500000.589335	1
60426.8321725	204500000.589312	1
60426.8322346	204500000.589306	1
60426.8323042	204500000.589340	1
60426.8323736	204500000.589406	1
60426.8324314	204500000.589405	1
60426.8324964	204500000.589396	1
60426.8325536	204500000.589423	1
60426.8326079	204500000.589415	1
60426.8326600	204500000.589392	1
60426.8327209	204500000.589373	1
60426.8327772	204500000.589377	1
60426.8328344	204500000.589390	1
60426.8328963	204500000.589406	1
60426.8329527	204500000.589379	1
60426.8330104	204500000.589386	1
60426.8330707	204500000.589473	1
60426.8331352	204500000.589510	1
60426.8331963	204500000.589481	1
60426.8332566	204500000.589453	1
60426.8333120	204500000.589400	1
60426.8333718	204500000.589371	1
60426.8334276	204500000.589377	1
60426.8334845	204500000.589401	1
60426.8335369	204500000.589428	1
60426.8335919	204500000.589466	1
60426.8336462	204500000.589516	1
60426.8336988	204500000.589524	1
60426.8337560	204500000.589542	1
60426.8338127	204500000.589465	1
60426.8338651	204500000.589476	1
60426.8339220	204500000.589461	1
60426.8339770	204500000.589532	1
60426.8340296	204500000.589532	1
60426.8340913	204500000.589565	1
60426.8341448	204500000.589584	1
60426.8341969	204500000.589576	1
60426.8342503	204500000.589561	1
60426.8343164	204500000.589577	1
60426.8343740	204500000.589532	1
60426.8344377	204500000.589554	1
60426.8344937	204500000.589506	1
60426.8345561	204500000.589489	1
60426.8346101	204500000.589520	1
60426.8346672	204500000.589459	1
60426.8347265	204500000.589451	1
60426.8347827	204500000.589434	1
60426.8348456	204500000.589373	1
60426.8349091	204500000.589431	1
60426.8349635	204500000.589470	1
60426.8350258	204500000.589421	1
60426.8350901	204500000.589407	1
60426.8351462	204500000.589390	1
60426.8352012	204500000.589387	1
60426.8352559	204500000.589440	1
60426.8353107	204500000.589455	1
60426.8353647	204500000.589524	1
60426.8354215	204500000.589491	1
60426.8354795	204500000.589517	1
60426.8355355	204500000.589516	1
60426.8355918	204500000.589483	1
60426.8356450	204500000.589491	1
60426.8357002	204500000.589552	1
60426.8357595	204500000.589530	1
60426.8358147	204500000.589517	1
60426.8358673	204500000.589502	1
60426.8359227	204500000.589479	1
60426.8359783	204500000.589431	1
60426.8360341	204500000.589439	1
60426.8360912	204500000.589517	1
60426.8361514	204500000.589519	1
60426.8362126	204500000.589563	1
60426.8362730	204500000.589536	1
60426.8363299	204500000.589531	1
60426.8363828	204500000.589572	1
60426.8364438	204500000.589622	1
60426.8364991	204500000.589596	1
60426.8365519	204500000.589581	1
60426.8366062	204500000.589543	1
60426.8366629	204500000.589525	1
60426.8367168	204500000.589530	1
60426.8367704	204500000.589530	1
60426.8368243	204500000.589510	1
60426.8368801	204500000.589473	1
60426.8369329	204500000.589465	1
60426.8369888	204500000.589394	1
60426.8370467	204500000.589406	1
60426.8371038	204500000.589384	1
60426.8371597	204500000.589357	1
60426.8372156	204500000.589389	1
60426.8372810	204500000.589393	1
60426.8373361	204500000.589382	1
60426.8373976	204500000.589420	1
60426.8374617	204500000.589405	1
60426.8375198	204500000.589413	1
60426.8375747	204500000.589444	1
60426.8376284	204500000.589391	1
60426.8376893	204500000.589361	1
60426.8377455	204500000.589357	1
60426.8377982	204500000.589340	1
60426.8378616	204500000.589339	1
60426.8379172	204500000.589338	1
60426.8379750	204500000.589345	1
60426.8380421	204500000.589315	1
60426.8381061	204500000.589399	1
60426.8381631	204500000.589430	1
60426.8382168	204500000.589452	1
60426.8382740	204500000.589481	1
60426.8383297	204500000.589400	1
60426.8384058	204500000.589345	1
60426.8384587	204500000.589318	1
60426.8385111	204500000.589341	1
60426.8385642	204500000.589333	1
60426.8386237	204500000.589337	1
60426.8386819	204500000.589396	1
60426.8387465	204500000.589381	1
60426.8388083	204500000.589378	1
60426.8388719	204500000.589369	1
60426.8389337	204500000.589374	1
60426.8389953	204500000.589359	1
60426.8390505	204500000.589374	1
60426.8391063	204500000.589329	1
60426.8391593	204500000.589344	1
60426.8392156	204500000.589312	1
60426.8392926	204500000.589307	1
60426.8393597	204500000.589338	1
60426.8394124	204500000.589336	1
60426.8394694	204500000.589333	1
60426.8395259	204500000.589353	1
60426.8395814	204500000.589341	1
60426.8396361	204500000.589323	1
60426.8397376	204500000.589311	1
60426.8398566	204500000.589281	1
60426.8399375	204500000.589289	0
60426.8400651	204500000.589305	0
60426.8401191	204500000.589334	0
60426.8402445	204500000.589353	0
60426.8403140	204500000.589371	0
60426.8404161	204500000.589435	0
60426.8405991	204500000.589496	0
60426.8429762	204500000.589524	0
60426.8430364	204500000.589506	0
60426.8430965	204500000.589487	0
60426.8431650	204500000.589477	0
60426.8432197	204500000.589476	0
60426.8432784	204500000.589493	0
60426.8433380	204500000.589429	0
60426.8433956	204500000.589445	0
60426.8434535	204500000.589432	0
60426.8435118	204500000.589462	0
60426.8435735	204500000.589415	0
60426.8436356	204500000.589406	0
60426.8437005	204500000.589446	0
60426.8437621	204500000.589444	0
60426.8438231	204500000.589406	0
60426.8438828	204500000.589425	0
60426.8439443	204500000.589437	0
60426.8440059	204500000.589394	0
60426.8440597	204500000.589340	0
60426.8441179	204500000.589372	0
60426.8441715	204500000.589406	0
60426.8442256	204500000.589428	0
60426.8442821	204500000.589382	0
60426.8443554	204500000.589378	0
60426.8444225	204500000.589354	1
60426.8444857	204500000.589411	1
60426.8445580	204500000.589413	1
60426.8446189	204500000.589409	1
60426.8446763	204500000.589385	1
60426.8447312	204500000.589431	1
60426.8447834	204500000.589499	1
60426.8448380	204500000.589491	1
60426.8448994	204500000.589521	1
60426.8449604	204500000.589526	1
60426.8450288	204500000.589467	1
60426.8450954	204500000.589453	1
60426.8451547	204500000.589412	1
60426.8452127	204500000.589379	1
60426.8452676	204500000.589402	1
60426.8453276	204500000.589425	1
60426.8453837	204500000.589458	1
60426.8454402	204500000.589512	1
60426.8455453	204500000.589523	1
60426.8456128	204500000.589466	1
60426.8456812	204500000.589474	1
60426.8457389	204500000.589459	1
60426.8457990	204500000.589451	1
60426.8458575	204500000.589449	1
60426.8459161	204500000.589410	1
60426.8459951	204500000.589397	1
60426.8460490	204500000.589325	1
60426.8461077	204500000.589348	1
60426.8461693	204500000.589355	1
60426.8462352	204500000.589290	1
60426.8462893	204500000.589301	1
60426.8463489	204500000.589343	1
60426.8464160	204500000.589331	1
60426.8464779	204500000.589379	1
60426.8465854	204500000.589428	1
60426.8466448	204500000.589443	1
60426.8466998	204500000.589436	1
60426.8467630	204500000.589434	1
60426.8468229	204500000.589425	1
60426.8468851	204500000.589441	1
60426.8469486	204500000.589376	1
60426.8470053	204500000.589323	1
60426.8470708	204500000.589296	1
60426.8471432	204500000.589353	1
60426.8472062	204500000.589339	1
60426.8472602	204500000.589283	1
60426.8473540	204500000.589294	1
60426.8474119	204500000.589318	1
60426.8475186	204500000.589309	1
60426.8475936	204500000.589347	1
60426.8476565	204500000.589297	1
60426.8477185	204500000.589344	1
60426.8477809	204500000.589355	1
60426.8478405	204500000.589377	1
60426.8479046	204500000.589341	1
60426.8479665	204500000.589394	1
60426.8480298	204500000.589356	1
60426.8481556	204500000.589388	1
60426.8482197	204500000.589440	1
60426.8482908	204500000.589437	1
60426.8483635	204500000.589478	1
60426.8484377	204500000.589448	1
60426.8485480	204500000.589397	1
60426.8486642	204500000.589390	1
60426.8487413	204500000.589377	1
60426.8488559	204500000.589352	1
60426.8489860	204500000.589323	1
60426.8490915	204500000.589346	1
60426.8491474	204500000.589289	1
60426.8492191	204500000.589287	1
60426.8492758	204500000.589300	1
60426.8493324	204500000.589378	1
60426.8493862	204500000.589457	1
60426.8494405	204500000.589441	1
60426.8495033	204500000.589407	1
60426.8495605	204500000.589378	1
60426.8496167	204500000.589322	1
60426.8496744	204500000.589345	1
60426.8497418	204500000.589391	1
60426.8498029	204500000.589392	1
60426.8498613	204500000.589400	1
60426.8499199	204500000.589372	1
60426.8499781	204500000.589387	1
60426.8500386	204500000.589392	1
60426.8500966	204500000.589379	1
60426.8501663	204500000.589361	1
60426.8502402	204500000.589372	1
60426.8503007	204500000.589351	1
60426.8503589	204500000.589338	1
60426.8504143	204500000.589338	1
60426.8504737	204500000.589342	1
60426.8505293	204500000.589341	1
60426.8505843	204500000.589356	1
60426.8506391	204500000.589340	1
60426.8506968	204500000.589408	1
60426.8507601	204500000.589458	1
60426.8508206	204500000.589420	1
60426.8508922	204500000.589418	1
60426.8509608	204500000.589425	1
60426.8510237	204500000.589542	1
60426.8510855	204500000.589546	1
60426.8511477	204500000.589533	1
60426.8512093	204500000.589513	1
60426.8512678	204500000.589414	1
60426.8513296	204500000.589345	1
60426.8513973	204500000.589380	1
60426.8514530	204500000.589369	1
60426.8515158	204500000.589415	1
60426.8515767	204500000.589407	1
60426.8516332	204500000.589361	1
60426.8516939	204500000.589337	1
60426.8517521	204500000.589379	1
60426.8518146	204500000.589345	1
60426.8518759	204500000.589304	1
60426.8519336	204500000.589264	1
60426.8519965	204500000.589347	1
60426.8520567	204500000.589329	1
60426.8521139	204500000.589347	1
60426.8521787	204500000.589340	1
60426.8522363	204500000.589349	1
60426.8523040	204500000.589352	1
60426.8523622	204500000.589357	1
60426.8524210	204500000.589380	1
